------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.1
downloading device type, android
device, SM-A236B
device name, A23 de Roberto
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 27
time diff [logger-smartphone](sec), -2
lat, 43.451144
long, -3.821595
accuracy (m), 7.5
------------------------------,--------------------
time,temp
2025-03-07 10:13:20,NA
2025-03-07 10:13:40,21.8
2025-03-07 10:14:00,21.8
2025-03-07 10:14:20,20.2
2025-03-07 10:14:40,18.6
2025-03-07 10:15:00,17.5
2025-03-07 10:15:20,16.6
2025-03-07 10:15:40,15.9
2025-03-07 10:16:00,15.4
2025-03-07 10:16:20,15.0
2025-03-07 10:16:40,14.7
2025-03-07 10:17:00,14.5
2025-03-07 10:17:20,14.4
2025-03-07 10:17:40,14.2
2025-03-07 10:18:00,14.2
2025-03-07 10:18:20,14.1
2025-03-07 10:18:40,14.1
2025-03-07 10:19:00,14.1
2025-03-07 10:19:20,14.0
2025-03-07 10:19:40,14.0
2025-03-07 10:20:00,14.0
2025-03-07 10:20:20,14.0
2025-03-07 10:20:40,14.0
2025-03-07 10:21:00,14.0
2025-03-07 10:21:20,14.0
2025-03-07 10:21:40,14.0
2025-03-07 10:22:00,NA
