------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.1
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 38
time diff [logger-smartphone](sec), -1
lat, 43.465672
long, -3.778442
accuracy (m), 6.0
------------------------------,--------------------
time,temp
2025-05-28 13:28:00,24.2
2025-05-28 13:28:20,24.1
2025-05-28 13:28:40,24.0
2025-05-28 13:29:00,23.9
2025-05-28 13:29:20,23.7
2025-05-28 13:29:40,23.6
2025-05-28 13:30:00,23.4
2025-05-28 13:30:20,23.3
2025-05-28 13:30:40,23.5
2025-05-28 13:31:00,24.0
2025-05-28 13:31:20,24.1
2025-05-28 13:31:40,24.0
2025-05-28 13:32:00,23.9
2025-05-28 13:32:20,24.2
2025-05-28 13:32:40,23.8
2025-05-28 13:33:00,22.7
2025-05-28 13:33:20,21.6
2025-05-28 13:33:40,20.8
2025-05-28 13:34:00,20.1
2025-05-28 13:34:20,19.8
2025-05-28 13:34:40,19.5
2025-05-28 13:35:00,19.1
2025-05-28 13:35:20,18.9
2025-05-28 13:35:40,18.6
2025-05-28 13:36:00,18.3
2025-05-28 13:36:20,18.1
2025-05-28 13:36:40,18.0
2025-05-28 13:37:00,17.9
2025-05-28 13:37:20,17.9
2025-05-28 13:37:40,17.9
2025-05-28 13:38:00,17.7
2025-05-28 13:38:20,17.6
2025-05-28 13:38:40,17.6
2025-05-28 13:39:00,17.4
2025-05-28 13:39:20,17.4
2025-05-28 13:39:40,17.4
2025-05-28 13:40:00,17.4
2025-05-28 13:40:20,17.4
