------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.2
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 0441 B600 5A27 0E
custom name, POM10
temperature, degrees Celsius (ºC)
time zone, UTC+0000
sampling resolution, 0.1
samples, 161
time diff [logger-smartphone](sec), 0
lat, 43.436419
long, -4.030940
accuracy (m), 3.5
------------------------------,--------------------
time,temp
2025-08-05 12:33:20,28.6
2025-08-05 12:33:40,29.5
2025-08-05 12:34:00,30.2
2025-08-05 12:34:20,30.4
2025-08-05 12:34:40,30.6
2025-08-05 12:35:00,30.8
2025-08-05 12:35:20,30.0
2025-08-05 12:35:40,28.1
2025-08-05 12:36:00,26.5
2025-08-05 12:36:20,25.2
2025-08-05 12:36:40,24.3
2025-08-05 12:37:00,23.6
2025-08-05 12:37:20,23.0
2025-08-05 12:37:40,22.7
2025-08-05 12:38:00,22.4
2025-08-05 12:38:20,22.2
2025-08-05 12:38:40,21.9
2025-08-05 12:39:00,21.9
2025-08-05 12:39:20,21.8
2025-08-05 12:39:40,21.6
2025-08-05 12:40:00,21.6
2025-08-05 12:40:20,21.5
2025-08-05 12:40:40,21.5
2025-08-05 12:41:00,21.5
2025-08-05 12:41:20,21.5
2025-08-05 12:41:40,21.5
2025-08-05 12:42:00,21.5
2025-08-05 12:42:20,21.6
2025-08-05 12:42:40,21.5
2025-08-05 12:43:00,21.5
2025-08-05 12:43:20,21.5
2025-08-05 12:43:40,21.4
2025-08-05 12:44:00,21.4
2025-08-05 12:44:20,21.4
2025-08-05 12:44:40,21.4
2025-08-05 12:45:00,21.4
2025-08-05 12:45:20,21.4
2025-08-05 12:45:40,21.4
2025-08-05 12:46:00,21.3
2025-08-05 12:46:20,21.3
2025-08-05 12:46:40,21.3
2025-08-05 12:47:00,21.4
2025-08-05 12:47:20,21.3
2025-08-05 12:47:40,21.4
2025-08-05 12:48:00,21.5
2025-08-05 12:48:20,21.6
2025-08-05 12:48:40,21.7
2025-08-05 12:49:00,21.8
2025-08-05 12:49:20,22.0
2025-08-05 12:49:40,22.1
2025-08-05 12:50:00,22.2
2025-08-05 12:50:20,22.4
2025-08-05 12:50:40,22.6
2025-08-05 12:51:00,22.6
2025-08-05 12:51:20,23.1
2025-08-05 12:51:40,23.4
2025-08-05 12:52:00,23.8
2025-08-05 12:52:20,24.2
2025-08-05 12:52:40,24.4
2025-08-05 12:53:00,24.2
2025-08-05 12:53:20,24.0
2025-08-05 12:53:40,24.0
2025-08-05 12:54:00,24.0
2025-08-05 12:54:20,24.0
2025-08-05 12:54:40,24.1
