------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.4
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (ºC)
time zone, UTC+0000
sampling resolution, 0.1
samples, 30
time diff [logger-smartphone](sec), -2
lat, 43.465728
long, -3.778883
accuracy (m), 9.0
------------------------------,--------------------
time,temp
2025-08-14 12:57:20,27.3
2025-08-14 12:57:40,27.3
2025-08-14 12:58:00,27.5
2025-08-14 12:58:20,27.1
2025-08-14 12:58:40,25.6
2025-08-14 12:59:00,24.5
2025-08-14 12:59:20,23.5
2025-08-14 12:59:40,22.6
2025-08-14 13:00:00,21.9
2025-08-14 13:00:20,21.4
2025-08-14 13:00:40,21.1
2025-08-14 13:01:00,20.7
2025-08-14 13:01:20,20.6
2025-08-14 13:01:40,20.3
2025-08-14 13:02:00,20.2
2025-08-14 13:02:20,20.1
2025-08-14 13:02:40,20.0
2025-08-14 13:03:00,20.0
2025-08-14 13:03:20,19.9
2025-08-14 13:03:40,19.9
2025-08-14 13:04:00,19.9
2025-08-14 13:04:20,20.0
2025-08-14 13:04:40,19.9
2025-08-14 13:05:00,19.9
2025-08-14 13:05:20,20.0
2025-08-14 13:05:40,19.9
2025-08-14 13:06:00,20.0
2025-08-14 13:06:20,20.1
2025-08-14 13:06:40,20.3
2025-08-14 13:07:00,20.7
