------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C8 5500 453D 0C
custom name, 
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 78
time diff [logger-smartphone](sec), -1
lat, 43.495516
long, -3.614039
accuracy (m), 4.7
------------------------------,--------------------
time,temp
2025-07-08 16:13:50,NA
2025-07-08 16:15:50,28.4
2025-07-08 16:17:50,27.6
2025-07-08 16:19:50,27.2
2025-07-08 16:21:50,25.7
2025-07-08 16:23:50,25.0
2025-07-08 16:25:50,23.3
2025-07-08 16:27:50,22.9
2025-07-08 16:29:50,22.7
2025-07-08 16:31:50,22.9
2025-07-08 16:33:50,23.0
2025-07-08 16:35:50,23.1
2025-07-08 16:37:50,22.8
2025-07-08 16:39:50,22.8
2025-07-08 16:41:50,22.8
2025-07-08 16:43:50,22.8
2025-07-08 16:45:50,22.8
2025-07-08 16:47:50,22.8
2025-07-08 16:49:50,22.7
2025-07-08 16:51:50,22.7
2025-07-08 16:53:50,22.9
2025-07-08 16:55:50,22.7
2025-07-08 16:57:50,22.7
2025-07-08 16:59:50,22.7
2025-07-08 17:01:50,22.7
2025-07-08 17:03:50,22.8
2025-07-08 17:05:50,22.9
2025-07-08 17:07:50,22.9
2025-07-08 17:09:50,22.9
2025-07-08 17:11:50,22.8
2025-07-08 17:13:50,22.9
2025-07-08 17:15:50,22.5
2025-07-08 17:17:50,22.7
2025-07-08 17:19:50,22.3
2025-07-08 17:21:50,22.6
2025-07-08 17:23:50,22.7
2025-07-08 17:25:50,22.7
2025-07-08 17:27:50,23.0
2025-07-08 17:29:50,22.7
2025-07-08 17:31:50,22.8
2025-07-08 17:33:50,22.7
2025-07-08 17:35:50,22.6
2025-07-08 17:37:50,22.6
2025-07-08 17:39:50,22.6
2025-07-08 17:41:50,22.5
2025-07-08 17:43:50,22.6
2025-07-08 17:45:50,22.6
2025-07-08 17:47:50,22.6
2025-07-08 17:49:50,22.7
2025-07-08 17:51:50,22.6
2025-07-08 17:53:50,22.6
2025-07-08 17:55:50,22.6
2025-07-08 17:57:50,22.6
2025-07-08 17:59:50,22.6
2025-07-08 18:01:50,22.6
2025-07-08 18:03:50,22.6
2025-07-08 18:05:50,22.7
2025-07-08 18:07:50,22.7
2025-07-08 18:09:50,22.7
2025-07-08 18:11:50,22.6
2025-07-08 18:13:50,22.6
2025-07-08 18:15:50,22.6
2025-07-08 18:17:50,22.6
2025-07-08 18:19:50,22.6
2025-07-08 18:21:50,22.5
2025-07-08 18:23:50,22.6
2025-07-08 18:25:50,22.6
2025-07-08 18:27:50,22.5
2025-07-08 18:29:50,22.6
2025-07-08 18:31:50,22.6
2025-07-08 18:33:50,22.5
2025-07-08 18:35:50,21.2
2025-07-08 18:37:50,20.3
2025-07-08 18:39:50,20.1
2025-07-08 18:41:50,19.9
2025-07-08 18:43:50,19.2
2025-07-08 18:45:50,18.8
2025-07-08 18:47:50,18.4
