------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.1
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 30
time diff [logger-smartphone](sec), -1
lat, 43.465696
long, -3.778445
accuracy (m), 3.0
------------------------------,--------------------
time,temp
2025-05-08 09:39:40,26.9
2025-05-08 09:40:00,25.1
2025-05-08 09:40:20,23.1
2025-05-08 09:40:40,21.4
2025-05-08 09:41:00,20.1
2025-05-08 09:41:20,19.3
2025-05-08 09:41:40,18.5
2025-05-08 09:42:00,17.9
2025-05-08 09:42:20,17.6
2025-05-08 09:42:40,17.2
2025-05-08 09:43:00,17.0
2025-05-08 09:43:20,16.9
2025-05-08 09:43:40,16.7
2025-05-08 09:44:00,16.6
2025-05-08 09:44:20,16.6
2025-05-08 09:44:40,16.5
2025-05-08 09:45:00,16.4
2025-05-08 09:45:20,16.5
2025-05-08 09:45:40,16.4
2025-05-08 09:46:00,16.4
2025-05-08 09:46:20,16.4
2025-05-08 09:46:40,16.4
2025-05-08 09:47:00,16.4
2025-05-08 09:47:20,16.4
2025-05-08 09:47:40,16.4
2025-05-08 09:48:00,16.4
2025-05-08 09:48:20,16.4
2025-05-08 09:48:40,16.4
2025-05-08 09:49:00,16.4
2025-05-08 09:49:20,NA
