------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.5
samples, 23
time diff [logger-smartphone](sec), -4
lat, 43.451106
long, -3.821684
accuracy (m), 10.8
------------------------------,--------------------
time,temp
2025-02-19 10:11:11,NA
2025-02-19 10:11:31,19.5
2025-02-19 10:11:51,19.5
2025-02-19 10:12:11,18.0
2025-02-19 10:12:31,17.0
2025-02-19 10:12:51,16.5
2025-02-19 10:13:11,15.5
2025-02-19 10:13:31,15.0
2025-02-19 10:13:51,14.5
2025-02-19 10:14:11,14.5
2025-02-19 10:14:31,14.5
2025-02-19 10:14:51,14.0
2025-02-19 10:15:11,14.0
2025-02-19 10:15:31,14.0
2025-02-19 10:15:51,14.0
2025-02-19 10:16:11,14.0
2025-02-19 10:16:31,14.0
2025-02-19 10:16:51,14.0
2025-02-19 10:17:11,14.0
2025-02-19 10:17:31,14.0
2025-02-19 10:17:51,14.0
2025-02-19 10:18:11,13.5
2025-02-19 10:18:31,14.0
