------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C8 5500 453D 0C
custom name, 
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 49
time diff [logger-smartphone](sec), -3
lat, 43.458809
long, -3.726359
accuracy (m), 4.8
------------------------------,--------------------
time,temp
2025-05-28 17:57:34,NA
2025-05-28 17:59:34,25.7
2025-05-28 18:01:34,25.5
2025-05-28 18:03:34,24.4
2025-05-28 18:05:34,23.4
2025-05-28 18:07:34,21.9
2025-05-28 18:09:34,21.0
2025-05-28 18:11:34,18.7
2025-05-28 18:13:34,17.3
2025-05-28 18:15:34,17.4
2025-05-28 18:17:34,17.3
2025-05-28 18:19:34,17.0
2025-05-28 18:21:34,16.6
2025-05-28 18:23:34,16.5
2025-05-28 18:25:34,16.6
2025-05-28 18:27:34,16.4
2025-05-28 18:29:34,16.5
2025-05-28 18:31:34,16.7
2025-05-28 18:33:34,16.6
2025-05-28 18:35:34,16.7
2025-05-28 18:37:34,16.5
2025-05-28 18:39:34,16.6
2025-05-28 18:41:34,16.5
2025-05-28 18:43:34,16.7
2025-05-28 18:45:34,16.7
2025-05-28 18:47:34,16.7
2025-05-28 18:49:34,16.5
2025-05-28 18:51:34,16.5
2025-05-28 18:53:34,16.5
2025-05-28 18:55:34,16.5
2025-05-28 18:57:34,16.6
2025-05-28 18:59:34,16.5
2025-05-28 19:01:34,16.5
2025-05-28 19:03:34,16.6
2025-05-28 19:05:34,16.6
2025-05-28 19:07:34,16.7
2025-05-28 19:09:34,16.6
2025-05-28 19:11:34,16.6
2025-05-28 19:13:34,16.6
2025-05-28 19:15:34,16.6
2025-05-28 19:17:34,16.5
2025-05-28 19:19:34,16.6
2025-05-28 19:21:34,16.6
2025-05-28 19:23:34,16.4
2025-05-28 19:25:34,16.6
2025-05-28 19:27:34,16.4
2025-05-28 19:29:34,16.2
2025-05-28 19:31:34,16.1
2025-05-28 19:33:34,NA
