------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, A04s de Izaskun
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 21
time diff [logger-smartphone](sec), -2
lat, 43.465714
long, -3.778409
accuracy (m), 9.5
------------------------------,--------------------
time,temp
2026-01-23 11:01:00,NA
2026-01-23 11:01:20,14.7
2026-01-23 11:01:40,14.7
2026-01-23 11:02:00,14.4
2026-01-23 11:02:20,13.9
2026-01-23 11:02:40,13.6
2026-01-23 11:03:00,13.3
2026-01-23 11:03:20,13.1
2026-01-23 11:03:40,13.0
2026-01-23 11:04:00,12.9
2026-01-23 11:04:20,12.8
2026-01-23 11:04:40,12.8
2026-01-23 11:05:00,12.7
2026-01-23 11:05:20,12.7
2026-01-23 11:05:40,12.6
2026-01-23 11:06:00,12.6
2026-01-23 11:06:20,12.5
2026-01-23 11:06:40,12.5
2026-01-23 11:07:00,12.5
2026-01-23 11:07:20,12.5
2026-01-23 11:07:40,NA
