------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.2
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 21
time diff [logger-smartphone](sec), -2
lat, 43.465645
long, -3.778262
accuracy (m), 7.0
------------------------------,--------------------
time,temp
2025-06-11 12:03:40,NA
2025-06-11 12:04:00,26.5
2025-06-11 12:04:20,24.9
2025-06-11 12:04:40,23.5
2025-06-11 12:05:00,22.4
2025-06-11 12:05:20,21.6
2025-06-11 12:05:40,20.9
2025-06-11 12:06:00,20.5
2025-06-11 12:06:20,20.1
2025-06-11 12:06:40,19.8
2025-06-11 12:07:00,19.6
2025-06-11 12:07:20,19.4
2025-06-11 12:07:40,19.3
2025-06-11 12:08:00,19.1
2025-06-11 12:08:20,19.1
2025-06-11 12:08:40,19.0
2025-06-11 12:09:00,19.0
2025-06-11 12:09:20,19.0
2025-06-11 12:09:40,18.9
2025-06-11 12:10:00,18.9
2025-06-11 12:10:20,18.9
