------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.2
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 0441 B600 5A27 0E
custom name, POM10
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 36
time diff [logger-smartphone](sec), -1
lat, 43.452163
long, -3.961038
accuracy (m), 10.0
------------------------------,--------------------
time,temp
2025-07-20 18:07:00,26.5
2025-07-20 18:07:20,27.0
2025-07-20 18:07:40,27.3
2025-07-20 18:08:00,27.5
2025-07-20 18:08:20,27.5
2025-07-20 18:08:40,27.3
2025-07-20 18:09:00,27.0
2025-07-20 18:09:20,26.7
2025-07-20 18:09:40,26.1
2025-07-20 18:10:00,25.2
2025-07-20 18:10:20,24.4
2025-07-20 18:10:40,23.7
2025-07-20 18:11:00,23.2
2025-07-20 18:11:20,22.9
2025-07-20 18:11:40,22.6
2025-07-20 18:12:00,22.4
2025-07-20 18:12:20,22.2
2025-07-20 18:12:40,22.1
2025-07-20 18:13:00,22.0
2025-07-20 18:13:20,22.0
2025-07-20 18:13:40,21.9
2025-07-20 18:14:00,21.9
2025-07-20 18:14:20,21.9
2025-07-20 18:14:40,21.8
2025-07-20 18:15:00,21.8
2025-07-20 18:15:20,21.9
2025-07-20 18:15:40,21.8
2025-07-20 18:16:00,21.8
2025-07-20 18:16:20,21.8
2025-07-20 18:16:40,21.5
2025-07-20 18:17:00,21.3
2025-07-20 18:17:20,21.0
2025-07-20 18:17:40,20.8
2025-07-20 18:18:00,20.7
2025-07-20 18:18:20,20.6
2025-07-20 18:18:40,20.5
