------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, A04s de Izaskun
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 31
time diff [logger-smartphone](sec), -2
lat, 43.465722
long, -3.778406
accuracy (m), 9.0
------------------------------,--------------------
time,temp
2026-03-18 11:07:20,NA
2026-03-18 11:07:40,23.6
2026-03-18 11:08:00,23.4
2026-03-18 11:08:20,21.9
2026-03-18 11:08:40,20.0
2026-03-18 11:09:00,18.5
2026-03-18 11:09:20,17.4
2026-03-18 11:09:40,16.5
2026-03-18 11:10:00,15.9
2026-03-18 11:10:20,15.4
2026-03-18 11:10:40,15.1
2026-03-18 11:11:00,14.9
2026-03-18 11:11:20,14.7
2026-03-18 11:11:40,14.5
2026-03-18 11:12:00,14.4
2026-03-18 11:12:20,14.4
2026-03-18 11:12:40,14.4
2026-03-18 11:13:00,NA
2026-03-18 11:13:20,15.3
2026-03-18 11:13:40,15.1
2026-03-18 11:14:00,15.0
2026-03-18 11:14:20,15.0
2026-03-18 11:14:40,15.0
2026-03-18 11:15:00,15.0
2026-03-18 11:15:20,14.9
2026-03-18 11:15:40,14.9
2026-03-18 11:16:00,14.9
2026-03-18 11:16:20,NA
2026-03-18 11:16:40,NA
2026-03-18 11:17:00,NA
2026-03-18 11:17:20,NA
