------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, 25078RA3EY
device name, REDMI 15C
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 59
time diff [logger-smartphone](sec), -2
lat, 43.442993
long, -4.022083
accuracy (m), 2.3
------------------------------,--------------------
time,temp
2026-08-12 12:38:40,30.3
2026-08-12 12:39:00,30.4
2026-08-12 12:39:20,30.3
2026-08-12 12:39:40,29.0
2026-08-12 12:40:00,27.7
2026-08-12 12:40:20,26.6
2026-08-12 12:40:40,25.7
2026-08-12 12:41:00,25.1
2026-08-12 12:41:20,24.5
2026-08-12 12:41:40,24.1
2026-08-12 12:42:00,23.7
2026-08-12 12:42:20,23.5
2026-08-12 12:42:40,23.2
2026-08-12 12:43:00,22.9
2026-08-12 12:43:20,22.7
2026-08-12 12:43:40,22.4
2026-08-12 12:44:00,22.4
2026-08-12 12:44:20,22.2
2026-08-12 12:44:40,22.1
2026-08-12 12:45:00,22.0
2026-08-12 12:45:20,22.0
2026-08-12 12:45:40,21.9
2026-08-12 12:46:00,21.8
2026-08-12 12:46:20,21.8
2026-08-12 12:46:40,21.8
2026-08-12 12:47:00,21.7
2026-08-12 12:47:20,21.7
2026-08-12 12:47:40,21.7
2026-08-12 12:48:00,21.7
2026-08-12 12:48:20,21.6
2026-08-12 12:48:40,21.6
2026-08-12 12:49:00,21.6
2026-08-12 12:49:20,21.6
2026-08-12 12:49:40,21.5
2026-08-12 12:50:00,21.5
2026-08-12 12:50:20,21.5
2026-08-12 12:50:40,21.5
2026-08-12 12:51:00,21.6
2026-08-12 12:51:20,21.6
2026-08-12 12:51:40,21.6
2026-08-12 12:52:00,21.6
2026-08-12 12:52:20,21.6
2026-08-12 12:52:40,21.6
2026-08-12 12:53:00,21.7
2026-08-12 12:53:20,21.8
2026-08-12 12:53:40,21.8
2026-08-12 12:54:00,21.8
2026-08-12 12:54:20,21.9
2026-08-12 12:54:40,21.9
2026-08-12 12:55:00,22.4
2026-08-12 12:55:20,22.9
2026-08-12 12:55:40,23.7
2026-08-12 12:56:00,24.7
2026-08-12 12:56:20,25.9
2026-08-12 12:56:40,26.9
2026-08-12 12:57:00,NA
2026-08-12 12:57:20,NA
2026-08-12 12:57:40,NA
2026-08-12 12:58:00,NA
