------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, 25078RA3EY
device name, REDMI 15C
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 62
time diff [logger-smartphone](sec), -1
lat, 43.436787
long, -4.030757
accuracy (m), 5.6
------------------------------,--------------------
time,temp
2026-09-02 13:57:21,30.6
2026-09-02 13:57:41,30.6
2026-09-02 13:58:01,30.7
2026-09-02 13:58:21,30.9
2026-09-02 13:58:41,31.1
2026-09-02 13:59:01,31.1
2026-09-02 13:59:21,29.9
2026-09-02 13:59:41,28.5
2026-09-02 14:00:01,27.2
2026-09-02 14:00:21,26.1
2026-09-02 14:00:41,25.3
2026-09-02 14:01:01,24.6
2026-09-02 14:01:21,24.1
2026-09-02 14:01:41,23.6
2026-09-02 14:02:01,23.3
2026-09-02 14:02:21,23.1
2026-09-02 14:02:41,23.0
2026-09-02 14:03:01,22.8
2026-09-02 14:03:21,22.7
2026-09-02 14:03:41,22.6
2026-09-02 14:04:01,22.5
2026-09-02 14:04:21,22.5
2026-09-02 14:04:41,22.5
2026-09-02 14:05:01,22.5
2026-09-02 14:05:21,22.5
2026-09-02 14:05:41,22.5
2026-09-02 14:06:01,22.5
2026-09-02 14:06:21,22.5
2026-09-02 14:06:41,22.4
2026-09-02 14:07:01,22.4
2026-09-02 14:07:21,22.5
2026-09-02 14:07:41,22.4
2026-09-02 14:08:01,22.5
2026-09-02 14:08:21,22.5
2026-09-02 14:08:41,22.5
2026-09-02 14:09:01,22.5
2026-09-02 14:09:21,22.5
2026-09-02 14:09:41,22.5
2026-09-02 14:10:01,22.5
2026-09-02 14:10:21,22.5
2026-09-02 14:10:41,22.5
2026-09-02 14:11:01,22.5
2026-09-02 14:11:21,22.5
2026-09-02 14:11:41,22.5
2026-09-02 14:12:01,22.4
2026-09-02 14:12:21,22.5
2026-09-02 14:12:41,22.5
2026-09-02 14:13:01,22.4
2026-09-02 14:13:21,22.4
2026-09-02 14:13:41,22.5
2026-09-02 14:14:01,22.5
2026-09-02 14:14:21,22.5
2026-09-02 14:14:41,22.5
2026-09-02 14:15:01,22.6
2026-09-02 14:15:21,22.9
2026-09-02 14:15:41,23.5
2026-09-02 14:16:01,23.8
2026-09-02 14:16:21,23.9
2026-09-02 14:16:41,23.9
2026-09-02 14:17:01,24.0
2026-09-02 14:17:21,23.9
2026-09-02 14:17:41,23.9
