------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.1
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 24
time diff [logger-smartphone](sec), -1
lat, 43.463713
long, -3.781546
accuracy (m), 1.5
------------------------------,--------------------
time,temp
2025-05-09 11:52:40,22.9
2025-05-09 11:53:00,21.7
2025-05-09 11:53:20,20.5
2025-05-09 11:53:40,19.5
2025-05-09 11:54:00,18.7
2025-05-09 11:54:20,18.1
2025-05-09 11:54:40,17.6
2025-05-09 11:55:00,17.2
2025-05-09 11:55:20,16.9
2025-05-09 11:55:40,16.8
2025-05-09 11:56:00,16.6
2025-05-09 11:56:20,16.5
2025-05-09 11:56:40,16.4
2025-05-09 11:57:00,16.3
2025-05-09 11:57:20,16.2
2025-05-09 11:57:40,16.1
2025-05-09 11:58:00,16.2
2025-05-09 11:58:20,16.2
2025-05-09 11:58:40,16.2
2025-05-09 11:59:00,16.1
2025-05-09 11:59:20,16.1
2025-05-09 11:59:40,16.1
2025-05-09 12:00:00,16.1
2025-05-09 12:00:20,16.1
