------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.5
samples, 18
time diff [logger-smartphone](sec), -6
lat, 43.451147
long, -3.821623
accuracy (m), 13.0
------------------------------,--------------------
time,temp
2025-03-27 10:17:57,NA
2025-03-27 10:18:17,16.5
2025-03-27 10:18:37,16.5
2025-03-27 10:18:57,16.5
2025-03-27 10:19:17,16.0
2025-03-27 10:19:37,15.5
2025-03-27 10:19:57,14.5
2025-03-27 10:20:17,14.0
2025-03-27 10:20:37,14.0
2025-03-27 10:20:57,13.5
2025-03-27 10:21:17,13.5
2025-03-27 10:21:37,13.5
2025-03-27 10:21:57,13.5
2025-03-27 10:22:17,13.5
2025-03-27 10:22:37,13.5
2025-03-27 10:22:57,13.0
2025-03-27 10:23:17,13.5
2025-03-27 10:23:37,13.0
