------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, 25078RA3EY
device name, REDMI 15C
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 31
time diff [logger-smartphone](sec), -1
lat, 43.463642
long, -3.781742
accuracy (m), 2.2
------------------------------,--------------------
time,temp
2026-06-01 10:30:40,25.8
2026-06-01 10:31:00,25.0
2026-06-01 10:31:20,24.0
2026-06-01 10:31:40,23.2
2026-06-01 10:32:00,22.6
2026-06-01 10:32:20,22.1
2026-06-01 10:32:40,21.8
2026-06-01 10:33:00,21.6
2026-06-01 10:33:20,21.3
2026-06-01 10:33:40,21.1
2026-06-01 10:34:00,21.0
2026-06-01 10:34:20,20.8
2026-06-01 10:34:40,20.8
2026-06-01 10:35:00,20.7
2026-06-01 10:35:20,20.7
2026-06-01 10:35:40,20.7
2026-06-01 10:36:00,20.6
2026-06-01 10:36:20,20.5
2026-06-01 10:36:40,20.5
2026-06-01 10:37:00,20.7
2026-06-01 10:37:20,20.9
2026-06-01 10:37:40,20.9
2026-06-01 10:38:00,20.9
2026-06-01 10:38:20,21.0
2026-06-01 10:38:40,21.0
2026-06-01 10:39:00,21.1
2026-06-01 10:39:20,21.1
2026-06-01 10:39:40,21.2
2026-06-01 10:40:00,21.2
2026-06-01 10:40:20,21.2
2026-06-01 10:40:40,NA
