------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, A04s de Izaskun
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 35
time diff [logger-smartphone](sec), -2
lat, 43.465694
long, -3.778779
accuracy (m), 8.0
------------------------------,--------------------
time,temp
2026-05-07 12:03:40,20.0
2026-05-07 12:04:00,20.0
2026-05-07 12:04:20,20.2
2026-05-07 12:04:40,20.6
2026-05-07 12:05:00,20.0
2026-05-07 12:05:20,19.4
2026-05-07 12:05:40,18.9
2026-05-07 12:06:00,18.5
2026-05-07 12:06:20,18.2
2026-05-07 12:06:40,18.0
2026-05-07 12:07:00,17.8
2026-05-07 12:07:20,17.7
2026-05-07 12:07:40,17.6
2026-05-07 12:08:00,17.5
2026-05-07 12:08:20,17.4
2026-05-07 12:08:40,17.4
2026-05-07 12:09:00,17.4
2026-05-07 12:09:20,17.3
2026-05-07 12:09:40,17.3
2026-05-07 12:10:00,17.2
2026-05-07 12:10:20,17.3
2026-05-07 12:10:40,17.2
2026-05-07 12:11:00,17.3
2026-05-07 12:11:20,17.3
2026-05-07 12:11:40,17.3
2026-05-07 12:12:00,17.4
2026-05-07 12:12:20,17.8
2026-05-07 12:12:40,17.7
2026-05-07 12:13:00,17.8
2026-05-07 12:13:20,NA
2026-05-07 12:13:40,NA
2026-05-07 12:14:00,NA
2026-05-07 12:14:20,NA
2026-05-07 12:14:40,NA
2026-05-07 12:15:00,NA
