------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.22
downloading device type, iphone
device, iPhone
device name, iOS 18.6.2
downloading mode, manual
------------------------------,--------------------
serial number, 04A9 E300 0222 08
custom name, nz
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 51
time diff [logger-smartphone](sec), -6
lat, 43.450321
long, -3.963552
accuracy (m), 15.9
------------------------------,--------------------
time,temp
2026-09-14 17:17:15,NA
2026-09-14 17:19:15,23.8
2026-09-14 17:21:15,23.8
2026-09-14 17:23:15,24.1
2026-09-14 17:25:15,24.5
2026-09-14 17:27:15,24.5
2026-09-14 17:29:15,24.6
2026-09-14 17:31:15,21.1
2026-09-14 17:33:15,19.9
2026-09-14 17:35:15,19.7
2026-09-14 17:37:15,19.8
2026-09-14 17:39:15,20.3
2026-09-14 17:41:15,19.9
2026-09-14 17:43:15,19.8
2026-09-14 17:45:15,19.8
2026-09-14 17:47:15,19.6
2026-09-14 17:49:15,19.6
2026-09-14 17:51:15,19.5
2026-09-14 17:53:15,19.5
2026-09-14 17:55:15,19.5
2026-09-14 17:57:15,19.5
2026-09-14 17:59:15,19.5
2026-09-14 18:01:15,19.5
2026-09-14 18:03:15,19.5
2026-09-14 18:05:15,19.4
2026-09-14 18:07:15,19.4
2026-09-14 18:09:15,19.5
2026-09-14 18:11:15,19.5
2026-09-14 18:13:15,19.5
2026-09-14 18:15:15,19.5
2026-09-14 18:17:15,19.5
2026-09-14 18:19:15,19.4
2026-09-14 18:21:15,19.4
2026-09-14 18:23:15,19.4
2026-09-14 18:25:15,19.4
2026-09-14 18:27:15,19.3
2026-09-14 18:29:15,19.4
2026-09-14 18:31:15,19.3
2026-09-14 18:33:15,19.2
2026-09-14 18:35:15,19.3
2026-09-14 18:37:15,19.3
2026-09-14 18:39:15,19.2
2026-09-14 18:41:15,19.2
2026-09-14 18:43:15,19.1
2026-09-14 18:45:15,19.2
2026-09-14 18:47:15,19.1
2026-09-14 18:49:15,18.9
2026-09-14 18:51:15,18.9
2026-09-14 18:53:15,18.8
2026-09-14 18:55:15,18.9
2026-09-14 18:57:15,19.1
