------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C6 6500 710F 02
custom name, surf-igna
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 33
time diff [logger-smartphone](sec), -1
lat, -54.415977
long, -71.004693
accuracy (m), NA
------------------------------,--------------------
time,temp
2025-02-24 02:59:17,NA
2025-02-24 03:00:17,22.8
2025-02-24 03:01:17,16.4
2025-02-24 03:02:17,12.4
2025-02-24 03:03:17,10.5
2025-02-24 03:04:17,9.7
2025-02-24 03:05:17,9.4
2025-02-24 03:06:17,9.3
2025-02-24 03:07:17,9.2
2025-02-24 03:08:17,9.3
2025-02-24 03:09:17,9.2
2025-02-24 03:10:17,9.2
2025-02-24 03:11:17,9.2
2025-02-24 03:12:17,9.2
2025-02-24 03:13:17,9.2
2025-02-24 03:14:17,9.3
2025-02-24 03:15:17,9.2
2025-02-24 03:16:17,9.3
2025-02-24 03:17:17,9.3
2025-02-24 03:18:17,9.3
2025-02-24 03:19:17,9.3
2025-02-24 03:20:17,9.3
2025-02-24 03:21:17,9.3
2025-02-24 03:22:17,9.3
2025-02-24 03:23:17,9.3
2025-02-24 03:24:17,9.3
2025-02-24 03:25:17,9.3
2025-02-24 03:26:17,9.3
2025-02-24 03:27:17,9.2
2025-02-24 03:28:17,9.3
2025-02-24 03:29:17,9.2
2025-02-24 03:30:17,9.3
2025-02-24 03:31:17,10.2
