------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, A04s de Izaskun
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 30
time diff [logger-smartphone](sec), -2
lat, 43.463615
long, -3.781584
accuracy (m), 15.0
------------------------------,--------------------
time,temp
2026-03-06 11:31:20,17.0
2026-03-06 11:31:40,16.5
2026-03-06 11:32:00,15.8
2026-03-06 11:32:20,15.3
2026-03-06 11:32:40,14.8
2026-03-06 11:33:00,14.4
2026-03-06 11:33:20,14.1
2026-03-06 11:33:40,13.8
2026-03-06 11:34:00,13.6
2026-03-06 11:34:20,13.6
2026-03-06 11:34:40,13.5
2026-03-06 11:35:00,13.4
2026-03-06 11:35:20,13.4
2026-03-06 11:35:40,13.4
2026-03-06 11:36:00,13.3
2026-03-06 11:36:20,13.3
2026-03-06 11:36:40,13.3
2026-03-06 11:37:00,13.2
2026-03-06 11:37:20,13.1
2026-03-06 11:37:40,13.1
2026-03-06 11:38:00,13.2
2026-03-06 11:38:20,13.2
2026-03-06 11:38:40,13.1
2026-03-06 11:39:00,13.2
2026-03-06 11:39:20,13.2
2026-03-06 11:39:40,13.2
2026-03-06 11:40:00,13.3
2026-03-06 11:40:20,13.4
2026-03-06 11:40:40,13.4
2026-03-06 11:41:00,NA
