------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C8 5500 453D 0C
custom name, 
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 56
time diff [logger-smartphone](sec), -2
lat, 43.458126
long, -3.725295
accuracy (m), 4.9
------------------------------,--------------------
time,temp
2025-05-29 16:10:46,NA
2025-05-29 16:12:46,31.1
2025-05-29 16:14:46,31.4
2025-05-29 16:16:46,31.5
2025-05-29 16:18:46,32.0
2025-05-29 16:20:46,32.0
2025-05-29 16:22:46,31.6
2025-05-29 16:24:46,32.6
2025-05-29 16:26:46,22.4
2025-05-29 16:28:46,18.6
2025-05-29 16:30:46,18.1
2025-05-29 16:32:46,17.9
2025-05-29 16:34:46,17.9
2025-05-29 16:36:46,17.8
2025-05-29 16:38:46,17.9
2025-05-29 16:40:46,17.9
2025-05-29 16:42:46,17.6
2025-05-29 16:44:46,17.7
2025-05-29 16:46:46,17.7
2025-05-29 16:48:46,17.7
2025-05-29 16:50:46,17.8
2025-05-29 16:52:46,17.9
2025-05-29 16:54:46,17.9
2025-05-29 16:56:46,18.0
2025-05-29 16:58:46,17.8
2025-05-29 17:00:46,17.6
2025-05-29 17:02:46,17.8
2025-05-29 17:04:46,17.9
2025-05-29 17:06:46,17.8
2025-05-29 17:08:46,17.8
2025-05-29 17:10:46,17.7
2025-05-29 17:12:46,17.7
2025-05-29 17:14:46,17.6
2025-05-29 17:16:46,17.6
2025-05-29 17:18:46,17.7
2025-05-29 17:20:46,17.7
2025-05-29 17:22:46,17.8
2025-05-29 17:24:46,18.7
2025-05-29 17:26:46,20.6
2025-05-29 17:28:46,21.1
2025-05-29 17:30:46,18.5
2025-05-29 17:32:46,17.4
2025-05-29 17:34:46,17.8
2025-05-29 17:36:46,17.3
2025-05-29 17:38:46,17.3
2025-05-29 17:40:46,18.6
2025-05-29 17:42:46,20.5
2025-05-29 17:44:46,19.6
2025-05-29 17:46:46,21.5
2025-05-29 17:48:46,23.2
2025-05-29 17:50:46,23.8
2025-05-29 17:52:46,24.4
2025-05-29 17:54:46,26.5
2025-05-29 17:56:46,27.9
2025-05-29 17:58:46,29.1
2025-05-29 18:00:46,28.3
