------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.22
downloading device type, iphone
device, iPhone
device name, iOS 18.6.2
downloading mode, manual
------------------------------,--------------------
serial number, 04A9 E300 0222 08
custom name, nz
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 76
time diff [logger-smartphone](sec), -5
lat, 43.473677
long, -3.690938
accuracy (m), 4.7
------------------------------,--------------------
time,temp
2026-07-26 09:16:30,NA
2026-07-26 09:18:30,24.9
2026-07-26 09:20:30,24.4
2026-07-26 09:22:30,24.5
2026-07-26 09:24:30,24.2
2026-07-26 09:26:30,23.8
2026-07-26 09:28:30,23.6
2026-07-26 09:30:30,23.6
2026-07-26 09:32:30,23.0
2026-07-26 09:34:30,22.5
2026-07-26 09:36:30,22.5
2026-07-26 09:38:30,22.6
2026-07-26 09:40:30,22.6
2026-07-26 09:42:30,22.6
2026-07-26 09:44:30,22.6
2026-07-26 09:46:30,22.6
2026-07-26 09:48:30,22.6
2026-07-26 09:50:30,22.5
2026-07-26 09:52:30,22.6
2026-07-26 09:54:30,22.8
2026-07-26 09:56:30,22.5
2026-07-26 09:58:30,22.5
2026-07-26 10:00:30,22.6
2026-07-26 10:02:30,22.6
2026-07-26 10:04:30,22.6
2026-07-26 10:06:30,22.6
2026-07-26 10:08:30,22.6
2026-07-26 10:10:30,22.6
2026-07-26 10:12:30,22.6
2026-07-26 10:14:30,22.6
2026-07-26 10:16:30,22.6
2026-07-26 10:18:30,22.7
2026-07-26 10:20:30,22.7
2026-07-26 10:22:30,22.7
2026-07-26 10:24:30,22.9
2026-07-26 10:26:30,22.8
2026-07-26 10:28:30,22.8
2026-07-26 10:30:30,23.0
2026-07-26 10:32:30,23.8
2026-07-26 10:34:30,24.0
2026-07-26 10:36:30,24.1
2026-07-26 10:38:30,24.0
2026-07-26 10:40:30,24.3
2026-07-26 10:42:30,24.7
2026-07-26 10:44:30,23.6
2026-07-26 10:46:30,23.2
2026-07-26 10:48:30,23.4
2026-07-26 10:50:30,23.3
2026-07-26 10:52:30,22.9
2026-07-26 10:54:30,23.4
2026-07-26 10:56:30,23.3
2026-07-26 10:58:30,23.0
2026-07-26 11:00:30,22.9
2026-07-26 11:02:30,23.0
2026-07-26 11:04:30,23.1
2026-07-26 11:06:30,23.1
2026-07-26 11:08:30,23.1
2026-07-26 11:10:30,23.0
2026-07-26 11:12:30,23.0
2026-07-26 11:14:30,23.0
2026-07-26 11:16:30,23.1
2026-07-26 11:18:30,23.1
2026-07-26 11:20:30,23.0
2026-07-26 11:22:30,23.1
2026-07-26 11:24:30,23.1
2026-07-26 11:26:30,23.1
2026-07-26 11:28:30,23.2
2026-07-26 11:30:30,25.5
2026-07-26 11:32:30,27.0
2026-07-26 11:34:30,28.0
2026-07-26 11:36:30,27.8
2026-07-26 11:38:30,27.5
2026-07-26 11:40:30,26.7
2026-07-26 11:42:30,25.4
2026-07-26 11:44:30,24.6
2026-07-26 11:46:30,24.1
