------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, A04s de Izaskun
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (ºC)
time zone, UTC+0000
sampling resolution, 0.1
samples, 22
time diff [logger-smartphone](sec), -2
lat, 43.463620
long, -3.781667
accuracy (m), 7.0
------------------------------,--------------------
time,temp
2026-02-02 11:26:21,NA
2026-02-02 11:26:41,20.1
2026-02-02 11:27:01,20.1
2026-02-02 11:27:21,18.6
2026-02-02 11:27:41,17.2
2026-02-02 11:28:01,16.1
2026-02-02 11:28:21,15.2
2026-02-02 11:28:41,14.6
2026-02-02 11:29:01,14.1
2026-02-02 11:29:21,13.7
2026-02-02 11:29:41,13.4
2026-02-02 11:30:01,13.2
2026-02-02 11:30:21,13.1
2026-02-02 11:30:41,13.0
2026-02-02 11:31:01,12.9
2026-02-02 11:31:21,12.8
2026-02-02 11:31:41,12.7
2026-02-02 11:32:01,12.7
2026-02-02 11:32:21,12.7
2026-02-02 11:32:41,12.7
2026-02-02 11:33:01,12.6
2026-02-02 11:33:21,12.6
