------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.22
downloading device type, iphone
device, iPhone
device name, iOS 18.6.2
downloading mode, manual
------------------------------,--------------------
serial number, 04A9 E300 0222 08
custom name, nz
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 25
time diff [logger-smartphone](sec), -6
lat, 43.450096
long, -3.962371
accuracy (m), 4.7
------------------------------,--------------------
time,temp
2026-09-22 15:33:16,NA
2026-09-22 15:35:16,26.2
2026-09-22 15:37:16,25.3
2026-09-22 15:39:16,24.3
2026-09-22 15:41:16,23.1
2026-09-22 15:43:16,20.0
2026-09-22 15:45:16,19.2
2026-09-22 15:47:16,18.9
2026-09-22 15:49:16,18.9
2026-09-22 15:51:16,19.1
2026-09-22 15:53:16,19.0
2026-09-22 15:55:16,18.9
2026-09-22 15:57:16,19.0
2026-09-22 15:59:16,19.0
2026-09-22 16:01:16,18.8
2026-09-22 16:03:16,19.0
2026-09-22 16:05:16,18.9
2026-09-22 16:07:16,18.8
2026-09-22 16:09:16,18.9
2026-09-22 16:11:16,19.7
2026-09-22 16:13:16,20.6
2026-09-22 16:15:16,20.6
2026-09-22 16:17:16,20.7
2026-09-22 16:19:16,20.5
2026-09-22 16:21:16,20.5
