------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, A04s de Izaskun
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 23
time diff [logger-smartphone](sec), -1
lat, 43.465818
long, -3.778503
accuracy (m), 7.5
------------------------------,--------------------
time,temp
2026-02-06 13:12:40,18.6
2026-02-06 13:13:00,18.0
2026-02-06 13:13:20,17.0
2026-02-06 13:13:40,16.0
2026-02-06 13:14:00,15.1
2026-02-06 13:14:20,14.5
2026-02-06 13:14:40,13.9
2026-02-06 13:15:00,13.6
2026-02-06 13:15:20,13.4
2026-02-06 13:15:40,13.2
2026-02-06 13:16:00,13.1
2026-02-06 13:16:20,12.9
2026-02-06 13:16:40,12.8
2026-02-06 13:17:00,12.8
2026-02-06 13:17:20,12.8
2026-02-06 13:17:40,12.6
2026-02-06 13:18:00,12.6
2026-02-06 13:18:20,12.7
2026-02-06 13:18:40,12.6
2026-02-06 13:19:00,12.7
2026-02-06 13:19:20,12.7
2026-02-06 13:19:40,12.6
2026-02-06 13:20:00,NA
