------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.4
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (ºC)
time zone, UTC+0000
sampling resolution, 0.1
samples, 20
time diff [logger-smartphone](sec), 0
lat, 43.463732
long, -3.781477
accuracy (m), 2.0
------------------------------,--------------------
time,temp
2025-08-13 06:29:40,NA
2025-08-13 06:30:00,27.5
2025-08-13 06:30:20,27.3
2025-08-13 06:30:40,25.6
2025-08-13 06:31:00,23.8
2025-08-13 06:31:20,22.4
2025-08-13 06:31:40,21.3
2025-08-13 06:32:00,20.4
2025-08-13 06:32:20,19.7
2025-08-13 06:32:40,19.1
2025-08-13 06:33:00,18.6
2025-08-13 06:33:20,18.2
2025-08-13 06:33:40,17.9
2025-08-13 06:34:00,17.7
2025-08-13 06:34:20,17.5
2025-08-13 06:34:40,17.4
2025-08-13 06:35:00,17.3
2025-08-13 06:35:20,17.3
2025-08-13 06:35:40,17.4
2025-08-13 06:36:00,17.5
