------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.22
downloading device type, iphone
device, iPhone
device name, iOS 18.6.2
downloading mode, manual
------------------------------,--------------------
serial number, 04A9 E300 0222 08
custom name, nz
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 32
time diff [logger-smartphone](sec), -4
lat, 43.433889
long, -4.039415
accuracy (m), 4.7
------------------------------,--------------------
time,temp
2026-05-25 18:45:29,NA
2026-05-25 18:47:29,27.7
2026-05-25 18:49:29,26.4
2026-05-25 18:51:29,23.4
2026-05-25 18:53:29,19.4
2026-05-25 18:55:29,18.7
2026-05-25 18:57:29,18.6
2026-05-25 18:59:29,18.8
2026-05-25 19:01:29,18.7
2026-05-25 19:03:29,18.6
2026-05-25 19:05:29,18.6
2026-05-25 19:07:29,18.5
2026-05-25 19:09:29,18.5
2026-05-25 19:11:29,18.5
2026-05-25 19:13:29,18.5
2026-05-25 19:15:29,18.5
2026-05-25 19:17:29,18.5
2026-05-25 19:19:29,18.5
2026-05-25 19:21:29,18.6
2026-05-25 19:23:29,18.4
2026-05-25 19:25:29,18.5
2026-05-25 19:27:29,18.5
2026-05-25 19:29:29,18.4
2026-05-25 19:31:29,18.3
2026-05-25 19:33:29,18.4
2026-05-25 19:35:29,18.4
2026-05-25 19:37:29,18.3
2026-05-25 19:39:29,18.2
2026-05-25 19:41:29,19.1
2026-05-25 19:43:29,19.9
2026-05-25 19:45:29,20.9
2026-05-25 19:47:29,21.3
