------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.4
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (ºC)
time zone, UTC+0000
sampling resolution, 0.1
samples, 25
time diff [logger-smartphone](sec), -2
lat, 43.463825
long, -3.781464
accuracy (m), 7.5
------------------------------,--------------------
time,temp
2025-08-13 06:29:40,28.3
2025-08-13 06:30:00,28.1
2025-08-13 06:30:20,27.7
2025-08-13 06:30:40,25.8
2025-08-13 06:31:00,23.9
2025-08-13 06:31:20,22.5
2025-08-13 06:31:40,21.3
2025-08-13 06:32:00,20.4
2025-08-13 06:32:20,19.6
2025-08-13 06:32:40,19.0
2025-08-13 06:33:00,18.5
2025-08-13 06:33:20,18.2
2025-08-13 06:33:40,17.9
2025-08-13 06:34:00,17.6
2025-08-13 06:34:20,17.5
2025-08-13 06:34:40,17.3
2025-08-13 06:35:00,17.2
2025-08-13 06:35:20,17.3
2025-08-13 06:35:40,17.4
2025-08-13 06:36:00,17.4
2025-08-13 06:36:20,17.8
2025-08-13 06:36:40,18.3
2025-08-13 06:37:00,18.8
2025-08-13 06:37:20,19.3
2025-08-13 06:37:40,19.7
