------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, 25078RA3EY
device name, REDMI 15C
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 39
time diff [logger-smartphone](sec), -1
lat, 43.465763
long, -3.778835
accuracy (m), 2.7
------------------------------,--------------------
time,temp
2026-06-11 11:57:00,25.7
2026-06-11 11:57:20,25.7
2026-06-11 11:57:40,25.5
2026-06-11 11:58:00,24.6
2026-06-11 11:58:20,23.5
2026-06-11 11:58:40,22.8
2026-06-11 11:59:00,22.3
2026-06-11 11:59:20,21.7
2026-06-11 11:59:40,21.2
2026-06-11 12:00:00,20.9
2026-06-11 12:00:20,20.7
2026-06-11 12:00:40,20.4
2026-06-11 12:01:00,20.3
2026-06-11 12:01:20,20.2
2026-06-11 12:01:40,20.1
2026-06-11 12:02:00,20.0
2026-06-11 12:02:20,20.0
2026-06-11 12:02:40,20.0
2026-06-11 12:03:00,20.0
2026-06-11 12:03:20,20.0
2026-06-11 12:03:40,20.0
2026-06-11 12:04:00,20.0
2026-06-11 12:04:20,20.0
2026-06-11 12:04:40,20.0
2026-06-11 12:05:00,19.9
2026-06-11 12:05:20,19.9
2026-06-11 12:05:40,19.8
2026-06-11 12:06:00,19.8
2026-06-11 12:06:20,19.9
2026-06-11 12:06:40,19.8
2026-06-11 12:07:00,19.9
2026-06-11 12:07:20,19.9
2026-06-11 12:07:40,20.0
2026-06-11 12:08:00,20.4
2026-06-11 12:08:20,20.7
2026-06-11 12:08:40,20.9
2026-06-11 12:09:00,21.1
2026-06-11 12:09:20,NA
2026-06-11 12:09:40,NA
