------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, A04s de Izaskun
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (ºC)
time zone, UTC+0000
sampling resolution, 0.1
samples, 18
time diff [logger-smartphone](sec), -2
lat, 43.463723
long, -3.781867
accuracy (m), 5.0
------------------------------,--------------------
time,temp
2026-02-06 13:28:00,16.2
2026-02-06 13:28:20,16.2
2026-02-06 13:28:40,15.6
2026-02-06 13:29:00,14.9
2026-02-06 13:29:20,14.4
2026-02-06 13:29:40,14.0
2026-02-06 13:30:00,13.7
2026-02-06 13:30:20,13.5
2026-02-06 13:30:40,13.4
2026-02-06 13:31:00,13.3
2026-02-06 13:31:20,13.2
2026-02-06 13:31:40,13.1
2026-02-06 13:32:00,13.0
2026-02-06 13:32:20,13.0
2026-02-06 13:32:40,13.0
2026-02-06 13:33:00,12.9
2026-02-06 13:33:20,13.1
2026-02-06 13:33:40,NA
