------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 20
time diff [logger-smartphone](sec), -1
lat, 43.463723
long, -3.781499
accuracy (m), 5.5
------------------------------,--------------------
time,temp
2025-09-10 07:36:41,26.3
2025-09-10 07:37:01,26.0
2025-09-10 07:37:21,25.0
2025-09-10 07:37:41,24.1
2025-09-10 07:38:01,23.4
2025-09-10 07:38:21,22.8
2025-09-10 07:38:41,22.4
2025-09-10 07:39:01,22.1
2025-09-10 07:39:21,21.9
2025-09-10 07:39:41,21.7
2025-09-10 07:40:01,21.6
2025-09-10 07:40:21,21.4
2025-09-10 07:40:41,21.4
2025-09-10 07:41:01,21.4
2025-09-10 07:41:21,21.3
2025-09-10 07:41:41,21.2
2025-09-10 07:42:01,21.2
2025-09-10 07:42:21,21.2
2025-09-10 07:42:41,21.2
2025-09-10 07:43:01,21.2
