------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C8 5500 453D 0C
custom name, 
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 75
time diff [logger-smartphone](sec), -2
lat, 43.450252
long, -3.962437
accuracy (m), 6.0
------------------------------,--------------------
time,temp
2025-07-26 18:04:20,NA
2025-07-26 18:06:20,24.6
2025-07-26 18:08:20,24.6
2025-07-26 18:10:20,25.0
2025-07-26 18:12:20,24.9
2025-07-26 18:14:20,23.7
2025-07-26 18:16:20,22.9
2025-07-26 18:18:20,22.4
2025-07-26 18:20:20,22.6
2025-07-26 18:22:20,22.5
2025-07-26 18:24:20,22.6
2025-07-26 18:26:20,22.6
2025-07-26 18:28:20,22.6
2025-07-26 18:30:20,22.8
2025-07-26 18:32:20,22.8
2025-07-26 18:34:20,22.8
2025-07-26 18:36:20,22.8
2025-07-26 18:38:20,22.5
2025-07-26 18:40:20,22.5
2025-07-26 18:42:20,22.6
2025-07-26 18:44:20,22.5
2025-07-26 18:46:20,22.5
2025-07-26 18:48:20,22.2
2025-07-26 18:50:20,22.3
2025-07-26 18:52:20,22.5
2025-07-26 18:54:20,22.4
2025-07-26 18:56:20,22.4
2025-07-26 18:58:20,22.6
2025-07-26 19:00:20,22.5
2025-07-26 19:02:20,22.4
2025-07-26 19:04:20,22.4
2025-07-26 19:06:20,22.3
2025-07-26 19:08:20,22.3
2025-07-26 19:10:20,22.3
2025-07-26 19:12:20,22.4
2025-07-26 19:14:20,22.4
2025-07-26 19:16:20,22.4
2025-07-26 19:18:20,22.3
2025-07-26 19:20:20,22.3
2025-07-26 19:22:20,22.4
2025-07-26 19:24:20,22.1
2025-07-26 19:26:20,20.8
2025-07-26 19:28:20,20.2
2025-07-26 19:30:20,19.5
2025-07-26 19:32:20,18.9
2025-07-26 19:34:20,19.0
2025-07-26 19:36:20,19.5
2025-07-26 19:38:20,21.8
2025-07-26 19:40:20,22.0
2025-07-26 19:42:20,22.1
2025-07-26 19:44:20,22.0
2025-07-26 19:46:20,22.0
2025-07-26 19:48:20,22.1
2025-07-26 19:50:20,22.2
2025-07-26 19:52:20,22.0
2025-07-26 19:54:20,22.1
2025-07-26 19:56:20,22.1
2025-07-26 19:58:20,22.2
2025-07-26 20:00:20,22.0
2025-07-26 20:02:20,22.1
2025-07-26 20:04:20,22.2
2025-07-26 20:06:20,22.2
2025-07-26 20:08:20,22.2
2025-07-26 20:10:20,22.2
2025-07-26 20:12:20,22.4
2025-07-26 20:14:20,22.3
2025-07-26 20:16:20,22.2
2025-07-26 20:18:20,22.2
2025-07-26 20:20:20,21.1
2025-07-26 20:22:20,20.1
2025-07-26 20:24:20,19.5
2025-07-26 20:26:20,18.9
2025-07-26 20:28:20,18.5
2025-07-26 20:30:20,18.2
2025-07-26 20:32:20,18.0
