------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C8 5500 453D 0C
custom name, 
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 58
time diff [logger-smartphone](sec), -2
lat, 43.440471
long, -4.044659
accuracy (m), 4.3
------------------------------,--------------------
time,temp
2025-06-29 18:55:25,NA
2025-06-29 18:57:25,25.0
2025-06-29 18:59:25,24.9
2025-06-29 19:01:25,21.9
2025-06-29 19:03:25,19.5
2025-06-29 19:05:25,19.1
2025-06-29 19:07:25,19.0
2025-06-29 19:09:25,18.8
2025-06-29 19:11:25,18.8
2025-06-29 19:13:25,18.8
2025-06-29 19:15:25,18.8
2025-06-29 19:17:25,19.0
2025-06-29 19:19:25,18.9
2025-06-29 19:21:25,18.9
2025-06-29 19:23:25,18.8
2025-06-29 19:25:25,18.8
2025-06-29 19:27:25,18.8
2025-06-29 19:29:25,18.8
2025-06-29 19:31:25,18.8
2025-06-29 19:33:25,18.8
2025-06-29 19:35:25,18.9
2025-06-29 19:37:25,18.8
2025-06-29 19:39:25,18.8
2025-06-29 19:41:25,18.8
2025-06-29 19:43:25,18.8
2025-06-29 19:45:25,18.8
2025-06-29 19:47:25,18.7
2025-06-29 19:49:25,18.8
2025-06-29 19:51:25,18.8
2025-06-29 19:53:25,18.8
2025-06-29 19:55:25,18.8
2025-06-29 19:57:25,18.8
2025-06-29 19:59:25,18.8
2025-06-29 20:01:25,18.8
2025-06-29 20:03:25,18.8
2025-06-29 20:05:25,18.8
2025-06-29 20:07:25,18.8
2025-06-29 20:09:25,18.8
2025-06-29 20:11:25,18.7
2025-06-29 20:13:25,18.7
2025-06-29 20:15:25,18.7
2025-06-29 20:17:25,19.0
2025-06-29 20:19:25,18.9
2025-06-29 20:21:25,18.8
2025-06-29 20:23:25,18.8
2025-06-29 20:25:25,18.8
2025-06-29 20:27:25,18.7
2025-06-29 20:29:25,18.8
2025-06-29 20:31:25,18.8
2025-06-29 20:33:25,18.7
2025-06-29 20:35:25,19.3
2025-06-29 20:37:25,20.9
2025-06-29 20:39:25,21.7
2025-06-29 20:41:25,21.9
2025-06-29 20:43:25,22.0
2025-06-29 20:45:25,22.0
2025-06-29 20:47:25,21.9
2025-06-29 20:49:25,NA
