------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.1
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 18
time diff [logger-smartphone](sec), -1
lat, 43.465608
long, -3.778333
accuracy (m), 8.5
------------------------------,--------------------
time,temp
2025-04-14 11:12:20,22.3
2025-04-14 11:12:40,20.7
2025-04-14 11:13:00,19.3
2025-04-14 11:13:20,18.3
2025-04-14 11:13:40,17.5
2025-04-14 11:14:00,16.8
2025-04-14 11:14:20,16.4
2025-04-14 11:14:40,16.1
2025-04-14 11:15:00,15.8
2025-04-14 11:15:20,15.7
2025-04-14 11:15:40,15.5
2025-04-14 11:16:00,15.4
2025-04-14 11:16:20,15.3
2025-04-14 11:16:40,15.2
2025-04-14 11:17:00,15.2
2025-04-14 11:17:20,15.2
2025-04-14 11:17:40,15.3
2025-04-14 11:18:00,NA
