------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.5
samples, 20
time diff [logger-smartphone](sec), -3
lat, 43.451109
long, -3.821644
accuracy (m), 8.9
------------------------------,--------------------
time,temp
2025-03-05 10:08:20,NA
2025-03-05 10:08:40,16.5
2025-03-05 10:09:00,16.0
2025-03-05 10:09:20,15.5
2025-03-05 10:09:40,15.0
2025-03-05 10:10:00,14.5
2025-03-05 10:10:20,14.0
2025-03-05 10:10:40,14.0
2025-03-05 10:11:00,13.5
2025-03-05 10:11:20,13.5
2025-03-05 10:11:40,13.5
2025-03-05 10:12:00,13.5
2025-03-05 10:12:20,13.5
2025-03-05 10:12:40,13.5
2025-03-05 10:13:00,13.5
2025-03-05 10:13:20,13.0
2025-03-05 10:13:40,13.5
2025-03-05 10:14:00,13.5
2025-03-05 10:14:20,13.5
2025-03-05 10:14:40,NA
