------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, A04s de Izaskun
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 21
time diff [logger-smartphone](sec), -1
lat, 43.463580
long, -3.781727
accuracy (m), 3.0
------------------------------,--------------------
time,temp
2026-03-30 10:28:41,16.2
2026-03-30 10:29:01,15.6
2026-03-30 10:29:21,15.0
2026-03-30 10:29:41,14.5
2026-03-30 10:30:01,14.2
2026-03-30 10:30:21,13.9
2026-03-30 10:30:41,13.7
2026-03-30 10:31:01,13.5
2026-03-30 10:31:21,13.5
2026-03-30 10:31:41,13.4
2026-03-30 10:32:01,13.4
2026-03-30 10:32:21,13.3
2026-03-30 10:32:41,13.3
2026-03-30 10:33:01,13.2
2026-03-30 10:33:21,13.2
2026-03-30 10:33:41,13.2
2026-03-30 10:34:01,13.2
2026-03-30 10:34:21,13.2
2026-03-30 10:34:41,13.2
2026-03-30 10:35:01,13.3
2026-03-30 10:35:21,NA
