------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.1
downloading device type, android
device, CPH2637
device name, OPPO Reno12 FS 5G
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 23
time diff [logger-smartphone](sec), -1
lat, 43.451090
long, -3.821617
accuracy (m), 4.5
------------------------------,--------------------
time,temp
2025-03-25 10:09:20,NA
2025-03-25 10:09:40,17.1
2025-03-25 10:10:00,17.2
2025-03-25 10:10:20,16.9
2025-03-25 10:10:40,15.8
2025-03-25 10:11:00,15.1
2025-03-25 10:11:20,14.4
2025-03-25 10:11:40,14.0
2025-03-25 10:12:00,13.6
2025-03-25 10:12:20,13.3
2025-03-25 10:12:40,13.1
2025-03-25 10:13:00,13.0
2025-03-25 10:13:20,12.9
2025-03-25 10:13:40,12.8
2025-03-25 10:14:00,12.7
2025-03-25 10:14:20,12.7
2025-03-25 10:14:40,12.6
2025-03-25 10:15:00,12.6
2025-03-25 10:15:20,12.6
2025-03-25 10:15:40,12.6
2025-03-25 10:16:00,12.6
2025-03-25 10:16:20,12.6
2025-03-25 10:16:40,12.7
