------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, A04s de Izaskun
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 28
time diff [logger-smartphone](sec), -2
lat, 43.465640
long, -3.778300
accuracy (m), 3.0
------------------------------,--------------------
time,temp
2026-02-02 11:43:00,17.3
2026-02-02 11:43:20,16.7
2026-02-02 11:43:40,15.9
2026-02-02 11:44:00,15.0
2026-02-02 11:44:20,14.5
2026-02-02 11:44:40,13.9
2026-02-02 11:45:00,13.5
2026-02-02 11:45:20,13.3
2026-02-02 11:45:40,13.0
2026-02-02 11:46:00,12.9
2026-02-02 11:46:20,12.8
2026-02-02 11:46:40,12.7
2026-02-02 11:47:00,12.6
2026-02-02 11:47:20,12.6
2026-02-02 11:47:40,12.5
2026-02-02 11:48:00,12.5
2026-02-02 11:48:20,12.5
2026-02-02 11:48:40,12.5
2026-02-02 11:49:00,12.5
2026-02-02 11:49:20,12.5
2026-02-02 11:49:40,12.5
2026-02-02 11:50:00,12.5
2026-02-02 11:50:20,12.5
2026-02-02 11:50:40,12.5
2026-02-02 11:51:00,12.5
2026-02-02 11:51:20,12.5
2026-02-02 11:51:40,12.6
