------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, A04s de Izaskun
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (ºC)
time zone, UTC+0000
sampling resolution, 0.1
samples, 22
time diff [logger-smartphone](sec), -1
lat, 43.463729
long, -3.781590
accuracy (m), 11.0
------------------------------,--------------------
time,temp
2026-02-11 13:09:01,18.3
2026-02-11 13:09:21,17.7
2026-02-11 13:09:41,16.6
2026-02-11 13:10:01,15.6
2026-02-11 13:10:21,14.8
2026-02-11 13:10:41,14.2
2026-02-11 13:11:01,13.9
2026-02-11 13:11:21,13.5
2026-02-11 13:11:41,13.3
2026-02-11 13:12:01,13.1
2026-02-11 13:12:21,12.9
2026-02-11 13:12:41,12.8
2026-02-11 13:13:01,12.7
2026-02-11 13:13:21,12.7
2026-02-11 13:13:41,12.6
2026-02-11 13:14:01,12.6
2026-02-11 13:14:21,12.6
2026-02-11 13:14:41,12.6
2026-02-11 13:15:01,12.5
2026-02-11 13:15:21,12.7
2026-02-11 13:15:41,12.7
2026-02-11 13:16:01,13.0
