------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.5
samples, 18
time diff [logger-smartphone](sec), -7
lat, 43.451118
long, -3.821631
accuracy (m), 5.9
------------------------------,--------------------
time,temp
2025-04-01 09:20:13,NA
2025-04-01 09:20:33,20.5
2025-04-01 09:20:53,20.0
2025-04-01 09:21:13,18.5
2025-04-01 09:21:33,17.0
2025-04-01 09:21:53,16.5
2025-04-01 09:22:13,15.5
2025-04-01 09:22:33,15.0
2025-04-01 09:22:53,15.0
2025-04-01 09:23:13,14.5
2025-04-01 09:23:33,14.5
2025-04-01 09:23:53,14.5
2025-04-01 09:24:13,14.0
2025-04-01 09:24:33,14.0
2025-04-01 09:24:53,14.0
2025-04-01 09:25:13,14.0
2025-04-01 09:25:33,14.0
2025-04-01 09:25:53,14.0
