------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.1
downloading device type, android
device, SM-A236B
device name, A23 de Roberto
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 23
time diff [logger-smartphone](sec), -1
lat, 43.451117
long, -3.821613
accuracy (m), 7.9
------------------------------,--------------------
time,temp
2025-02-21 10:05:40,20.7
2025-02-21 10:06:00,20.5
2025-02-21 10:06:20,19.1
2025-02-21 10:06:40,17.8
2025-02-21 10:07:00,16.9
2025-02-21 10:07:20,16.2
2025-02-21 10:07:40,15.6
2025-02-21 10:08:00,15.2
2025-02-21 10:08:20,15.0
2025-02-21 10:08:40,14.7
2025-02-21 10:09:00,14.6
2025-02-21 10:09:20,14.5
2025-02-21 10:09:40,14.4
2025-02-21 10:10:00,14.3
2025-02-21 10:10:20,14.3
2025-02-21 10:10:40,14.3
2025-02-21 10:11:00,14.3
2025-02-21 10:11:20,14.3
2025-02-21 10:11:40,14.3
2025-02-21 10:12:00,14.2
2025-02-21 10:12:20,14.2
2025-02-21 10:12:40,14.2
2025-02-21 10:13:00,NA
