------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, A04s de Izaskun
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 29
time diff [logger-smartphone](sec), -1
lat, 43.463735
long, -3.781497
accuracy (m), 9.0
------------------------------,--------------------
time,temp
2026-01-28 11:48:00,13.8
2026-01-28 11:48:20,13.8
2026-01-28 11:48:40,13.9
2026-01-28 11:49:00,13.7
2026-01-28 11:49:20,13.5
2026-01-28 11:49:40,13.3
2026-01-28 11:50:00,13.2
2026-01-28 11:50:20,13.0
2026-01-28 11:50:40,12.9
2026-01-28 11:51:00,12.8
2026-01-28 11:51:20,12.8
2026-01-28 11:51:40,12.7
2026-01-28 11:52:00,12.7
2026-01-28 11:52:20,12.7
2026-01-28 11:52:40,12.6
2026-01-28 11:53:00,12.5
2026-01-28 11:53:20,12.6
2026-01-28 11:53:40,12.5
2026-01-28 11:54:00,12.5
2026-01-28 11:54:20,12.5
2026-01-28 11:54:40,12.6
2026-01-28 11:55:00,12.6
2026-01-28 11:55:20,12.6
2026-01-28 11:55:40,12.6
2026-01-28 11:56:00,12.6
2026-01-28 11:56:20,12.6
2026-01-28 11:56:40,12.5
2026-01-28 11:57:00,12.6
2026-01-28 11:57:20,12.6
