------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C6 6500 710F 02
custom name, surf-igna
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 23
time diff [logger-smartphone](sec), -1
lat, -62.202067
long, -58.931518
accuracy (m), 4.6
------------------------------,--------------------
time,temp
2025-02-28 11:37:51,NA
2025-02-28 11:38:11,14.7
2025-02-28 11:38:31,13.6
2025-02-28 11:38:51,11.7
2025-02-28 11:39:11,9.2
2025-02-28 11:39:31,7.1
2025-02-28 11:39:51,5.7
2025-02-28 11:40:11,4.5
2025-02-28 11:40:31,3.6
2025-02-28 11:40:51,2.9
2025-02-28 11:41:11,2.4
2025-02-28 11:41:31,2.1
2025-02-28 11:41:51,1.8
2025-02-28 11:42:11,1.6
2025-02-28 11:42:31,1.4
2025-02-28 11:42:51,1.3
2025-02-28 11:43:11,1.2
2025-02-28 11:43:31,1.2
2025-02-28 11:43:51,1.1
2025-02-28 11:44:11,1.1
2025-02-28 11:44:31,1.1
2025-02-28 11:44:51,1.0
2025-02-28 11:45:11,1.1
