------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (ºC)
time zone, UTC+0000
sampling resolution, 0.1
samples, 23
time diff [logger-smartphone](sec), -1
lat, 43.463744
long, -3.781411
accuracy (m), 8.0
------------------------------,--------------------
time,temp
2025-10-21 14:32:00,NA
2025-10-21 14:32:20,26.2
2025-10-21 14:32:40,26.2
2025-10-21 14:33:00,25.5
2025-10-21 14:33:20,23.7
2025-10-21 14:33:40,22.1
2025-10-21 14:34:00,20.9
2025-10-21 14:34:20,20.0
2025-10-21 14:34:40,19.2
2025-10-21 14:35:00,18.7
2025-10-21 14:35:20,18.4
2025-10-21 14:35:40,18.0
2025-10-21 14:36:00,17.8
2025-10-21 14:36:20,17.7
2025-10-21 14:36:40,17.5
2025-10-21 14:37:00,17.4
2025-10-21 14:37:20,17.4
2025-10-21 14:37:40,17.3
2025-10-21 14:38:00,17.3
2025-10-21 14:38:20,17.3
2025-10-21 14:38:40,17.3
2025-10-21 14:39:00,17.3
2025-10-21 14:39:20,NA
