------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C6 6500 710F 02
custom name, surf-igna
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 34
time diff [logger-smartphone](sec), -1
lat, -62.970447
long, -60.671646
accuracy (m), 6.0
------------------------------,--------------------
time,temp
2025-02-27 09:48:26,NA
2025-02-27 09:48:46,7.1
2025-02-27 09:49:06,6.2
2025-02-27 09:49:26,5.0
2025-02-27 09:49:46,4.1
2025-02-27 09:50:06,3.5
2025-02-27 09:50:26,3.0
2025-02-27 09:50:46,2.6
2025-02-27 09:51:06,2.4
2025-02-27 09:51:26,2.1
2025-02-27 09:51:46,1.9
2025-02-27 09:52:06,1.8
2025-02-27 09:52:26,1.7
2025-02-27 09:52:46,1.7
2025-02-27 09:53:06,1.7
2025-02-27 09:53:26,1.6
2025-02-27 09:53:46,1.6
2025-02-27 09:54:06,1.6
2025-02-27 09:54:26,1.5
2025-02-27 09:54:46,1.5
2025-02-27 09:55:06,1.5
2025-02-27 09:55:26,1.5
2025-02-27 09:55:46,1.5
2025-02-27 09:56:06,1.5
2025-02-27 09:56:26,1.5
2025-02-27 09:56:46,1.5
2025-02-27 09:57:06,1.5
2025-02-27 09:57:26,1.5
2025-02-27 09:57:46,1.5
2025-02-27 09:58:06,1.5
2025-02-27 09:58:26,1.4
2025-02-27 09:58:46,1.5
2025-02-27 09:59:06,1.5
2025-02-27 09:59:26,1.5
