------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 26
time diff [logger-smartphone](sec), -1
lat, 43.463637
long, -3.781654
accuracy (m), 5.0
------------------------------,--------------------
time,temp
2025-11-25 10:41:21,18.4
2025-11-25 10:41:41,17.8
2025-11-25 10:42:01,16.7
2025-11-25 10:42:21,15.8
2025-11-25 10:42:41,15.1
2025-11-25 10:43:01,14.6
2025-11-25 10:43:21,14.2
2025-11-25 10:43:41,13.9
2025-11-25 10:44:01,13.7
2025-11-25 10:44:21,13.6
2025-11-25 10:44:41,13.4
2025-11-25 10:45:01,13.4
2025-11-25 10:45:21,13.3
2025-11-25 10:45:41,13.3
2025-11-25 10:46:01,13.3
2025-11-25 10:46:21,13.3
2025-11-25 10:46:41,13.2
2025-11-25 10:47:01,13.2
2025-11-25 10:47:21,13.2
2025-11-25 10:47:41,13.2
2025-11-25 10:48:01,13.2
2025-11-25 10:48:21,13.2
2025-11-25 10:48:41,13.1
2025-11-25 10:49:01,13.1
2025-11-25 10:49:21,13.1
2025-11-25 10:49:41,13.1
