------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C8 5500 453D 0C
custom name, 
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 39
time diff [logger-smartphone](sec), -3
lat, 43.449587
long, -3.965904
accuracy (m), 2.2
------------------------------,--------------------
time,temp
2025-07-01 05:37:35,NA
2025-07-01 05:39:35,21.7
2025-07-01 05:41:35,21.6
2025-07-01 05:43:35,21.0
2025-07-01 05:45:35,20.7
2025-07-01 05:47:35,20.2
2025-07-01 05:49:35,20.1
2025-07-01 05:51:35,20.1
2025-07-01 05:53:35,20.2
2025-07-01 05:55:35,20.1
2025-07-01 05:57:35,20.1
2025-07-01 05:59:35,20.1
2025-07-01 06:01:35,20.1
2025-07-01 06:03:35,20.1
2025-07-01 06:05:35,20.0
2025-07-01 06:07:35,20.1
2025-07-01 06:09:35,20.1
2025-07-01 06:11:35,20.1
2025-07-01 06:13:35,20.1
2025-07-01 06:15:35,20.1
2025-07-01 06:17:35,20.1
2025-07-01 06:19:35,20.1
2025-07-01 06:21:35,20.1
2025-07-01 06:23:35,20.1
2025-07-01 06:25:35,20.1
2025-07-01 06:27:35,20.1
2025-07-01 06:29:35,20.1
2025-07-01 06:31:35,20.1
2025-07-01 06:33:35,20.1
2025-07-01 06:35:35,20.1
2025-07-01 06:37:35,20.1
2025-07-01 06:39:35,20.1
2025-07-01 06:41:35,20.1
2025-07-01 06:43:35,20.1
2025-07-01 06:45:35,20.1
2025-07-01 06:47:35,20.0
2025-07-01 06:49:35,20.1
2025-07-01 06:51:35,20.3
2025-07-01 06:53:35,20.3
