------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C6 6500 710F 02
custom name, surf-igna
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 43
time diff [logger-smartphone](sec), -2
lat, 43.481226
long, -3.834729
accuracy (m), 4.6
------------------------------,--------------------
time,temp
2025-01-31 14:09:30,NA
2025-01-31 14:11:30,21.0
2025-01-31 14:13:30,18.4
2025-01-31 14:15:30,18.0
2025-01-31 14:17:30,14.4
2025-01-31 14:19:30,13.6
2025-01-31 14:21:30,13.3
2025-01-31 14:23:30,13.4
2025-01-31 14:25:30,13.4
2025-01-31 14:27:30,13.3
2025-01-31 14:29:30,13.3
2025-01-31 14:31:30,13.3
2025-01-31 14:33:30,13.4
2025-01-31 14:35:30,13.3
2025-01-31 14:37:30,13.4
2025-01-31 14:39:30,13.4
2025-01-31 14:41:30,13.4
2025-01-31 14:43:30,13.4
2025-01-31 14:45:30,13.4
2025-01-31 14:47:30,13.4
2025-01-31 14:49:30,13.4
2025-01-31 14:51:30,13.4
2025-01-31 14:53:30,13.3
2025-01-31 14:55:30,13.3
2025-01-31 14:57:30,13.3
2025-01-31 14:59:30,13.3
2025-01-31 15:01:30,13.3
2025-01-31 15:03:30,13.4
2025-01-31 15:05:30,13.4
2025-01-31 15:07:30,13.4
2025-01-31 15:09:30,13.3
2025-01-31 15:11:30,13.4
2025-01-31 15:13:30,13.4
2025-01-31 15:15:30,13.4
2025-01-31 15:17:30,13.3
2025-01-31 15:19:30,13.3
2025-01-31 15:21:30,13.2
2025-01-31 15:23:30,13.4
2025-01-31 15:25:30,12.6
2025-01-31 15:27:30,12.0
2025-01-31 15:29:30,11.8
2025-01-31 15:31:30,12.5
2025-01-31 15:33:30,13.0
