------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 5.7
downloading device type, android
device, Pocket
device name, Pocket
downloading mode, manual
------------------------------,--------------------
serial number, 04C6 6500 710F 02
custom name, surf-igna
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 58
time diff [logger-smartphone](sec), -1
lat, 43.4760
long, -3.6941
accuracy (m), NA
------------------------------,--------------------
time,temp
2024-12-15 12:38:00,18.5
2024-12-15 12:40:00,16.9
2024-12-15 12:42:00,16.0
2024-12-15 12:44:00,15.4
2024-12-15 12:46:00,15.0
2024-12-15 12:48:00,15.4
2024-12-15 12:50:00,15.8
2024-12-15 12:52:00,16.1
2024-12-15 12:54:00,14.4
2024-12-15 12:56:00,13.6
2024-12-15 12:58:00,13.5
2024-12-15 13:00:00,13.5
2024-12-15 13:02:00,13.6
2024-12-15 13:04:00,13.5
2024-12-15 13:06:00,13.5
2024-12-15 13:08:00,13.5
2024-12-15 13:10:00,13.5
2024-12-15 13:12:00,13.6
2024-12-15 13:14:00,13.6
2024-12-15 13:16:00,13.5
2024-12-15 13:18:00,13.4
2024-12-15 13:20:00,13.5
2024-12-15 13:22:00,13.4
2024-12-15 13:24:00,13.4
2024-12-15 13:26:00,13.5
2024-12-15 13:28:00,13.0
2024-12-15 13:30:00,12.5
2024-12-15 13:32:00,13.4
2024-12-15 13:34:00,13.5
2024-12-15 13:36:00,13.4
2024-12-15 13:38:00,13.4
2024-12-15 13:40:00,13.4
2024-12-15 13:42:00,13.4
2024-12-15 13:44:00,13.4
2024-12-15 13:46:00,13.3
2024-12-15 13:48:00,13.3
2024-12-15 13:50:00,13.4
2024-12-15 13:52:00,13.4
2024-12-15 13:54:00,13.4
2024-12-15 13:56:00,13.4
2024-12-15 13:58:00,13.4
2024-12-15 14:00:00,13.4
2024-12-15 14:02:00,13.4
2024-12-15 14:04:00,13.4
2024-12-15 14:06:00,13.7
2024-12-15 14:08:00,14.5
2024-12-15 14:10:00,15.8
2024-12-15 14:12:00,16.6
2024-12-15 14:14:00,16.6
2024-12-15 14:16:00,16.4
2024-12-15 14:18:00,16.2
2024-12-15 14:20:00,16.3
2024-12-15 14:22:00,16.4
2024-12-15 14:24:00,16.6
2024-12-15 14:26:00,16.8
2024-12-15 14:28:00,17.0
2024-12-15 14:30:00,16.6
2024-12-15 14:32:00,16.3
