------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.2
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 0441 B600 5A27 0E
custom name, POM10
temperature, degrees Celsius (ºC)
time zone, UTC+0000
sampling resolution, 0.1
samples, 60
time diff [logger-smartphone](sec), -1
lat, 43.442728
long, -4.022117
accuracy (m), 12.0
------------------------------,--------------------
time,temp
2025-08-04 12:51:40,34.6
2025-08-04 12:52:00,34.8
2025-08-04 12:52:20,35.0
2025-08-04 12:52:40,35.5
2025-08-04 12:53:00,36.1
2025-08-04 12:53:20,36.7
2025-08-04 12:53:40,37.3
2025-08-04 12:54:00,37.1
2025-08-04 12:54:20,36.7
2025-08-04 12:54:40,36.3
2025-08-04 12:55:00,35.7
2025-08-04 12:55:20,35.4
2025-08-04 12:55:40,35.0
2025-08-04 12:56:00,32.7
2025-08-04 12:56:20,30.6
2025-08-04 12:56:40,28.8
2025-08-04 12:57:00,27.5
2025-08-04 12:57:20,26.3
2025-08-04 12:57:40,25.5
2025-08-04 12:58:00,24.8
2025-08-04 12:58:20,24.2
2025-08-04 12:58:40,23.7
2025-08-04 12:59:00,23.4
2025-08-04 12:59:20,23.1
2025-08-04 12:59:40,22.9
2025-08-04 13:00:00,22.7
2025-08-04 13:00:20,22.7
2025-08-04 13:00:40,22.7
2025-08-04 13:01:00,22.6
2025-08-04 13:01:20,22.5
2025-08-04 13:01:40,22.5
2025-08-04 13:02:00,22.5
2025-08-04 13:02:20,22.4
2025-08-04 13:02:40,22.4
2025-08-04 13:03:00,22.3
2025-08-04 13:03:20,22.3
2025-08-04 13:03:40,22.3
2025-08-04 13:04:00,22.3
2025-08-04 13:04:20,22.3
2025-08-04 13:04:40,22.4
2025-08-04 13:05:00,22.5
2025-08-04 13:05:20,22.5
2025-08-04 13:05:40,22.5
2025-08-04 13:06:00,22.5
2025-08-04 13:06:20,22.5
2025-08-04 13:06:40,22.6
2025-08-04 13:07:00,22.7
2025-08-04 13:07:20,22.6
2025-08-04 13:07:40,22.7
2025-08-04 13:08:00,22.7
2025-08-04 13:08:20,22.8
2025-08-04 13:08:40,22.8
2025-08-04 13:09:00,22.9
2025-08-04 13:09:20,23.0
2025-08-04 13:09:40,23.1
2025-08-04 13:10:00,23.2
2025-08-04 13:10:20,23.3
2025-08-04 13:10:40,23.5
2025-08-04 13:11:00,23.8
2025-08-04 13:11:20,24.0
