------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 25
time diff [logger-smartphone](sec), -3
lat, 43.463806
long, -3.781400
accuracy (m), 9.0
------------------------------,--------------------
time,temp
2025-09-16 10:50:40,27.2
2025-09-16 10:51:00,27.0
2025-09-16 10:51:20,26.8
2025-09-16 10:51:40,26.0
2025-09-16 10:52:00,24.9
2025-09-16 10:52:20,24.1
2025-09-16 10:52:40,23.5
2025-09-16 10:53:00,23.0
2025-09-16 10:53:20,22.6
2025-09-16 10:53:40,22.4
2025-09-16 10:54:00,22.1
2025-09-16 10:54:20,22.0
2025-09-16 10:54:40,21.9
2025-09-16 10:55:00,21.8
2025-09-16 10:55:20,21.7
2025-09-16 10:55:40,21.7
2025-09-16 10:56:00,21.6
2025-09-16 10:56:20,21.5
2025-09-16 10:56:40,21.5
2025-09-16 10:57:00,21.5
2025-09-16 10:57:20,21.4
2025-09-16 10:57:40,21.4
2025-09-16 10:58:00,21.4
2025-09-16 10:58:20,21.4
2025-09-16 10:58:40,21.3
