------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.2
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 39
time diff [logger-smartphone](sec), 0
lat, 43.465714
long, -3.778877
accuracy (m), 6.5
------------------------------,--------------------
time,temp
2025-07-08 14:13:00,27.1
2025-07-08 14:13:20,27.4
2025-07-08 14:13:40,27.9
2025-07-08 14:14:00,28.7
2025-07-08 14:14:20,28.5
2025-07-08 14:14:40,27.4
2025-07-08 14:15:00,26.4
2025-07-08 14:15:20,25.6
2025-07-08 14:15:40,24.8
2025-07-08 14:16:00,24.2
2025-07-08 14:16:20,23.8
2025-07-08 14:16:40,23.5
2025-07-08 14:17:00,23.3
2025-07-08 14:17:20,23.1
2025-07-08 14:17:40,22.9
2025-07-08 14:18:00,22.8
2025-07-08 14:18:20,22.8
2025-07-08 14:18:40,22.7
2025-07-08 14:19:00,22.6
2025-07-08 14:19:20,22.6
2025-07-08 14:19:40,22.5
2025-07-08 14:20:00,22.5
2025-07-08 14:20:20,22.4
2025-07-08 14:20:40,22.4
2025-07-08 14:21:00,22.5
2025-07-08 14:21:20,22.4
2025-07-08 14:21:40,22.5
2025-07-08 14:22:00,22.4
2025-07-08 14:22:20,22.4
2025-07-08 14:22:40,22.5
2025-07-08 14:23:00,22.5
2025-07-08 14:23:20,22.5
2025-07-08 14:23:40,22.6
2025-07-08 14:24:00,22.9
2025-07-08 14:24:20,23.4
2025-07-08 14:24:40,24.0
2025-07-08 14:25:00,24.6
2025-07-08 14:25:20,25.1
2025-07-08 14:25:40,NA
