------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C8 5500 453D 0C
custom name, 
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 27
time diff [logger-smartphone](sec), -1
lat, 43.450580
long, -3.962947
accuracy (m), 3.5
------------------------------,--------------------
time,temp
2025-05-22 16:27:21,NA
2025-05-22 16:29:21,23.6
2025-05-22 16:31:21,23.1
2025-05-22 16:33:21,21.9
2025-05-22 16:35:21,22.6
2025-05-22 16:37:21,19.1
2025-05-22 16:39:21,18.4
2025-05-22 16:41:21,18.0
2025-05-22 16:43:21,17.9
2025-05-22 16:45:21,17.9
2025-05-22 16:47:21,17.8
2025-05-22 16:49:21,17.8
2025-05-22 16:51:21,17.8
2025-05-22 16:53:21,17.8
2025-05-22 16:55:21,17.8
2025-05-22 16:57:21,17.9
2025-05-22 16:59:21,17.9
2025-05-22 17:01:21,17.9
2025-05-22 17:03:21,17.9
2025-05-22 17:05:21,17.9
2025-05-22 17:07:21,17.9
2025-05-22 17:09:21,18.0
2025-05-22 17:11:21,18.0
2025-05-22 17:13:21,17.6
2025-05-22 17:15:21,17.3
2025-05-22 17:17:21,17.7
2025-05-22 17:19:21,17.2
