------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, A04s de Izaskun
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 28
time diff [logger-smartphone](sec), -2
lat, 43.463647
long, -3.781797
accuracy (m), 10.0
------------------------------,--------------------
time,temp
2026-03-09 11:28:00,NA
2026-03-09 11:28:20,17.9
2026-03-09 11:28:40,17.9
2026-03-09 11:29:00,17.1
2026-03-09 11:29:20,16.2
2026-03-09 11:29:40,15.5
2026-03-09 11:30:00,14.9
2026-03-09 11:30:20,14.5
2026-03-09 11:30:40,14.1
2026-03-09 11:31:00,13.9
2026-03-09 11:31:20,13.7
2026-03-09 11:31:40,13.6
2026-03-09 11:32:00,13.4
2026-03-09 11:32:20,13.4
2026-03-09 11:32:40,13.3
2026-03-09 11:33:00,13.3
2026-03-09 11:33:20,13.3
2026-03-09 11:33:40,13.2
2026-03-09 11:34:00,13.3
2026-03-09 11:34:20,13.3
2026-03-09 11:34:40,13.3
2026-03-09 11:35:00,13.3
2026-03-09 11:35:20,13.2
2026-03-09 11:35:40,13.3
2026-03-09 11:36:00,13.3
2026-03-09 11:36:20,13.3
2026-03-09 11:36:40,13.3
2026-03-09 11:37:00,NA
