------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04C6 6500 710F 02
custom name, surf-igna
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 44
time diff [logger-smartphone](sec), -4
lat, -54.810675
long, -71.085111
accuracy (m), 27.6
------------------------------,--------------------
time,temp
2025-02-24 09:36:30,NA
2025-02-24 09:37:30,17.8
2025-02-24 09:38:30,13.8
2025-02-24 09:39:30,11.9
2025-02-24 09:40:30,10.7
2025-02-24 09:41:30,10.1
2025-02-24 09:42:30,9.7
2025-02-24 09:43:30,9.5
2025-02-24 09:44:30,9.3
2025-02-24 09:45:30,9.3
2025-02-24 09:46:30,9.3
2025-02-24 09:47:30,9.3
2025-02-24 09:48:30,9.2
2025-02-24 09:49:30,9.3
2025-02-24 09:50:30,9.2
2025-02-24 09:51:30,9.2
2025-02-24 09:52:30,9.3
2025-02-24 09:53:30,9.2
2025-02-24 09:54:30,9.2
2025-02-24 09:55:30,9.3
2025-02-24 09:56:30,9.3
2025-02-24 09:57:30,9.3
2025-02-24 09:58:30,9.3
2025-02-24 09:59:30,9.3
2025-02-24 10:00:30,9.3
2025-02-24 10:01:30,9.3
2025-02-24 10:02:30,9.2
2025-02-24 10:03:30,9.2
2025-02-24 10:04:30,9.1
2025-02-24 10:05:30,9.1
2025-02-24 10:06:30,9.2
2025-02-24 10:07:30,9.2
2025-02-24 10:08:30,9.2
2025-02-24 10:09:30,9.2
2025-02-24 10:10:30,9.3
2025-02-24 10:11:30,9.2
2025-02-24 10:12:30,9.2
2025-02-24 10:13:30,9.2
2025-02-24 10:14:30,9.2
2025-02-24 10:15:30,9.2
2025-02-24 10:16:30,9.1
2025-02-24 10:17:30,9.2
2025-02-24 10:18:30,9.2
2025-02-24 10:19:30,9.3
