------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.1
downloading device type, android
device, CPH2603
device name, OPPO Reno11 F 5G
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 21
time diff [logger-smartphone](sec), 0
lat, 43.451243
long, -3.821527
accuracy (m), 2.5
------------------------------,--------------------
time,temp
2025-03-10 10:15:21,NA
2025-03-10 10:15:41,19.5
2025-03-10 10:16:01,19.5
2025-03-10 10:16:21,18.7
2025-03-10 10:16:41,17.4
2025-03-10 10:17:01,16.5
2025-03-10 10:17:21,15.8
2025-03-10 10:17:41,15.3
2025-03-10 10:18:01,14.9
2025-03-10 10:18:21,14.6
2025-03-10 10:18:41,14.4
2025-03-10 10:19:01,14.2
2025-03-10 10:19:21,14.2
2025-03-10 10:19:41,14.1
2025-03-10 10:20:01,14.0
2025-03-10 10:20:21,13.9
2025-03-10 10:20:41,13.9
2025-03-10 10:21:01,13.9
2025-03-10 10:21:21,13.9
2025-03-10 10:21:41,13.9
2025-03-10 10:22:01,NA
