------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, 25078RA3EY
device name, REDMI 15C
downloading mode, manual
------------------------------,--------------------
serial number, 043C D700 5E03 0D
custom name, IEO1
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 21
time diff [logger-smartphone](sec), -2
lat, 43.463623
long, -3.781692
accuracy (m), 2.4
------------------------------,--------------------
time,temp
2026-05-21 10:15:40,29.3
2026-05-21 10:16:00,29.3
2026-05-21 10:16:20,29.1
2026-05-21 10:16:40,27.1
2026-05-21 10:17:00,25.1
2026-05-21 10:17:20,23.5
2026-05-21 10:17:40,22.1
2026-05-21 10:18:00,21.1
2026-05-21 10:18:20,20.3
2026-05-21 10:18:40,19.7
2026-05-21 10:19:00,19.3
2026-05-21 10:19:20,18.9
2026-05-21 10:19:40,18.7
2026-05-21 10:20:00,18.5
2026-05-21 10:20:20,18.4
2026-05-21 10:20:40,18.3
2026-05-21 10:21:00,18.2
2026-05-21 10:21:20,18.1
2026-05-21 10:21:40,18.1
2026-05-21 10:22:00,18.2
2026-05-21 10:22:20,NA
