------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A236B
device name, A23 de Roberto
downloading mode, manual
------------------------------,--------------------
serial number, 04A9 3300 C40E 01
custom name, Colegio MB
temperature, degrees Celsius (ºC)
time zone, UTC+0000
sampling resolution, 0.1
samples, 21
time diff [logger-smartphone](sec), -1
lat, 43.450990
long, -3.821613
accuracy (m), 8.1
------------------------------,--------------------
time,temp
2026-01-14 10:12:00,NA
2026-01-14 10:12:20,18.4
2026-01-14 10:12:40,17.2
2026-01-14 10:13:00,15.8
2026-01-14 10:13:20,14.7
2026-01-14 10:13:40,13.9
2026-01-14 10:14:00,13.3
2026-01-14 10:14:20,12.9
2026-01-14 10:14:40,12.5
2026-01-14 10:15:00,12.3
2026-01-14 10:15:20,12.1
2026-01-14 10:15:40,12.0
2026-01-14 10:16:00,11.9
2026-01-14 10:16:20,11.9
2026-01-14 10:16:40,11.8
2026-01-14 10:17:00,11.8
2026-01-14 10:17:20,11.7
2026-01-14 10:17:40,11.7
2026-01-14 10:18:00,11.7
2026-01-14 10:18:20,11.6
2026-01-14 10:18:40,NA
