------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 25
time diff [logger-smartphone](sec), -2
lat, 43.463737
long, -3.781488
accuracy (m), 2.0
------------------------------,--------------------
time,temp
2025-10-29 08:45:00,23.9
2025-10-29 08:45:20,22.9
2025-10-29 08:45:40,21.7
2025-10-29 08:46:00,20.7
2025-10-29 08:46:20,19.9
2025-10-29 08:46:40,19.3
2025-10-29 08:47:00,18.8
2025-10-29 08:47:20,18.5
2025-10-29 08:47:40,18.3
2025-10-29 08:48:00,18.1
2025-10-29 08:48:20,17.9
2025-10-29 08:48:40,17.8
2025-10-29 08:49:00,17.8
2025-10-29 08:49:20,17.7
2025-10-29 08:49:40,17.6
2025-10-29 08:50:00,17.6
2025-10-29 08:50:20,17.6
2025-10-29 08:50:40,NA
2025-10-29 08:51:00,18.1
2025-10-29 08:51:20,17.9
2025-10-29 08:51:40,17.9
2025-10-29 08:52:00,17.8
2025-10-29 08:52:20,17.7
2025-10-29 08:52:40,17.6
2025-10-29 08:53:00,NA
