------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 6.5
downloading device type, android
device, SM-A047F
device name, Galaxy A04s
downloading mode, manual
------------------------------,--------------------
serial number, 04DE 2900 F655 0A
custom name, IEO2
temperature, degrees Celsius (ºC)
time zone, UTC+0000
sampling resolution, 0.1
samples, 26
time diff [logger-smartphone](sec), -2
lat, 43.463788
long, -3.781432
accuracy (m), 1.5
------------------------------,--------------------
time,temp
2025-11-27 08:10:21,23.1
2025-11-27 08:10:41,21.0
2025-11-27 08:11:01,19.1
2025-11-27 08:11:21,17.7
2025-11-27 08:11:41,16.6
2025-11-27 08:12:01,15.7
2025-11-27 08:12:21,15.1
2025-11-27 08:12:41,14.5
2025-11-27 08:13:01,14.2
2025-11-27 08:13:21,14.0
2025-11-27 08:13:41,13.9
2025-11-27 08:14:01,13.7
2025-11-27 08:14:21,13.6
2025-11-27 08:14:41,13.5
2025-11-27 08:15:01,13.3
2025-11-27 08:15:21,13.3
2025-11-27 08:15:41,13.2
2025-11-27 08:16:01,13.1
2025-11-27 08:16:21,13.2
2025-11-27 08:16:41,13.1
2025-11-27 08:17:01,13.1
2025-11-27 08:17:21,13.1
2025-11-27 08:17:41,13.0
2025-11-27 08:18:01,13.0
2025-11-27 08:18:21,NA
2025-11-27 08:18:41,NA
