------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.22
downloading device type, iphone
device, iPhone
device name, iOS 18.6.2
downloading mode, manual
------------------------------,--------------------
serial number, 04A9 E300 0222 08
custom name, nz
temperature, degrees Celsius (?C)
time zone, UTC+0000
sampling resolution, 0.1
samples, 43
time diff [logger-smartphone](sec), -4
lat, 43.436853
long, -4.001366
accuracy (m), 3.5
------------------------------,--------------------
time,temp
2026-05-26 17:26:29,NA
2026-05-26 17:28:29,25.0
2026-05-26 17:30:29,25.7
2026-05-26 17:32:29,25.6
2026-05-26 17:34:29,25.5
2026-05-26 17:36:29,25.3
2026-05-26 17:38:29,25.1
2026-05-26 17:40:29,20.9
2026-05-26 17:42:29,19.1
2026-05-26 17:44:29,18.8
2026-05-26 17:46:29,18.7
2026-05-26 17:48:29,18.7
2026-05-26 17:50:29,18.4
2026-05-26 17:52:29,18.4
2026-05-26 17:54:29,18.4
2026-05-26 17:56:29,18.5
2026-05-26 17:58:29,18.4
2026-05-26 18:00:29,18.4
2026-05-26 18:02:29,18.4
2026-05-26 18:04:29,18.4
2026-05-26 18:06:29,18.5
2026-05-26 18:08:29,18.5
2026-05-26 18:10:29,18.5
2026-05-26 18:12:29,18.4
2026-05-26 18:14:29,18.4
2026-05-26 18:16:29,18.4
2026-05-26 18:18:29,18.4
2026-05-26 18:20:29,18.4
2026-05-26 18:22:29,18.6
2026-05-26 18:24:29,18.5
2026-05-26 18:26:29,18.5
2026-05-26 18:28:29,18.4
2026-05-26 18:30:29,18.6
2026-05-26 18:32:29,18.8
2026-05-26 18:34:29,18.7
2026-05-26 18:36:29,18.9
2026-05-26 18:38:29,19.4
2026-05-26 18:40:29,19.7
2026-05-26 18:42:29,19.8
2026-05-26 18:44:29,19.9
2026-05-26 18:46:29,19.9
2026-05-26 18:48:29,19.8
2026-05-26 18:50:29,19.7
