------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.5
samples, 17
time diff [logger-smartphone](sec), -3
lat, 43.451124
long, -3.821632
accuracy (m), 11.5
------------------------------,--------------------
time,temp
2025-03-06 10:18:00,21.0
2025-03-06 10:18:20,21.0
2025-03-06 10:18:40,21.0
2025-03-06 10:19:00,20.0
2025-03-06 10:19:20,18.5
2025-03-06 10:19:40,17.5
2025-03-06 10:20:00,16.5
2025-03-06 10:20:20,16.0
2025-03-06 10:20:40,15.0
2025-03-06 10:21:00,15.0
2025-03-06 10:21:20,14.5
2025-03-06 10:21:40,14.5
2025-03-06 10:22:00,14.0
2025-03-06 10:22:20,14.0
2025-03-06 10:22:40,14.0
2025-03-06 10:23:00,13.5
2025-03-06 10:23:20,14.0
