------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, T2.4
EnvLogger Viewer version, 1.18
downloading device type, iphone
device, iPhone
downloading mode, manual
------------------------------,--------------------
serial number, 04E5 4A00 DE5A 05
custom name, Miguel
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.5
samples, 23
time diff [logger-smartphone](sec), -3
lat, 43.451465
long, -3.821937
accuracy (m), 7.9
------------------------------,--------------------
time,temp
2025-03-20 10:20:00,20.5
2025-03-20 10:20:20,NA
2025-03-20 10:20:40,20.5
2025-03-20 10:21:00,21.0
2025-03-20 10:21:20,19.5
2025-03-20 10:21:40,18.0
2025-03-20 10:22:00,17.0
2025-03-20 10:22:20,16.0
2025-03-20 10:22:40,15.5
2025-03-20 10:23:00,14.5
2025-03-20 10:23:20,14.5
2025-03-20 10:23:40,14.0
2025-03-20 10:24:00,14.0
2025-03-20 10:24:20,13.5
2025-03-20 10:24:40,13.5
2025-03-20 10:25:00,13.5
2025-03-20 10:25:20,13.5
2025-03-20 10:25:40,13.5
2025-03-20 10:26:00,13.5
2025-03-20 10:26:20,13.5
2025-03-20 10:26:40,13.5
2025-03-20 10:27:00,13.0
2025-03-20 10:27:20,13.5
